zipf = 1  ctx = 0.0------------------------------------------------------------------
交易ID,开始时间,完成时间,延迟(微秒),类型
7,2978255142138,2978255227076,84937,普通
8,2978255142842,2978255227657,84815,普通
9,2978255143486,2978255228406,84920,普通
10,2978255144128,2978255229224,85096,普通
11,2978255227234,2978255242070,14835,普通
12,2978255228069,2978255242380,14310,普通
13,2978255228710,2978255349160,120449,普通
14,2978255229963,2978255351038,121074,普通
15,2978255349483,2978255354638,5155,普通
16,2978255349544,2978255364655,15110,普通
17,2978255349596,2978255365312,15716,普通
18,2978255351178,2978255436898,85719,普通
19,2978255354915,2978257846424,2491508,跨链
20,2978255365498,2978256647428,1281930,普通
21,2978255365799,2978256647528,1281729,普通
22,2978255437112,2978259055290,3618178,跨链
23,2978256646614,2978257856122,1209508,普通
24,2978256647748,2978257857282,1209534,普通
25,2978256647779,2978257858091,1210311,普通
26,2978257855499,2978257872282,16782,普通
27,2978257857096,2978257875315,18219,普通
28,2978257857946,2978257875796,17849,普通
29,2978257858501,2978257937937,79436,普通
30,2978257872445,2978257940238,67793,普通
31,2978257875561,2978257954064,78503,普通
32,2978257876244,2978257954795,78550,普通
33,2978257938507,2978257955256,16748,普通
34,2978257940940,2978257955592,14651,普通
35,2978257954333,2978258056637,102303,普通
36,2978257955139,2978258059538,104398,普通
37,2978257955469,2978258060383,104914,普通
38,2978257956132,2978258130547,174414,普通
39,2978258057335,2978258140022,82686,普通
40,2978258060055,2978258140835,80780,普通
41,2978258060911,2978258140936,80024,普通
42,2978258131541,2978258228063,96521,普通
43,2978258140955,2978258231020,90064,普通
44,2978258141209,2978258231412,90202,普通
45,2978258141644,2978258332122,190477,普通
46,2978258228532,2978258334822,106290,普通
47,2978258231636,2978258335000,103363,普通
48,2978258232510,2978258335508,102998,普通
49,2978258332782,2978258427638,94856,普通
50,2978258335407,2978258432890,97482,普通
51,2978258335229,2978258433964,98734,普通
52,2978258335917,2978258436713,100795,普通
53,2978258427865,2978258440694,12828,普通
54,2978258433529,2978258543627,110097,普通
55,2978258434745,2978258544232,109486,普通
56,2978258437186,2978258545194,108008,普通
57,2978258441121,2978258545504,104383,普通
58,2978258544283,2978258647090,102806,普通
59,2978258544645,2978258648175,103529,普通
60,2978258545970,2978258654953,108982,普通
61,2978258545931,2978258655724,109793,普通
62,2978258647599,2978258659650,12051,普通
63,2978258648738,2978258731189,82451,普通
64,2978258655711,2978261152689,2496977,跨链
65,2978258655994,2978259953135,1297141,普通
66,2978258732056,2978259954091,1222035,普通
67,2978258731914,2978259955197,1223282,普通
68,2978259952949,2978259970172,17222,普通
69,2978259953454,2978259971097,17642,普通
70,2978259954392,2978259972622,18229,普通
71,2978259955482,2978259973915,18432,普通
72,2978259970521,2978260093551,123030,普通
73,2978259971442,2978260099462,128019,普通
74,2978259972961,2978260099763,126802,普通
75,2978259974282,2978260099895,125612,普通
76,2978260094564,2978260187016,92452,普通
77,2978260100244,2978262602376,2502131,跨链
78,2978260100294,2978261403085,1302791,普通
79,2978260100658,2978263812014,3711355,跨链
80,2978260187489,2978262612863,2425374,普通
81,2978261402609,2978262612936,1210326,普通
82,2978261403395,2978262613767,1210372,普通
83,2978262612279,2978262628412,16133,普通
84,2978262613534,2978262632926,19391,普通
85,2978262613369,2978262633324,19955,普通
86,2978262614397,2978262688442,74045,普通
87,2978262628737,2978265096083,2467346,跨链
88,2978262633229,2978263896547,1263318,普通
89,2978262633486,2978263896855,1263369,普通
90,2978262689188,2978263897134,1207945,普通
91,2978263896284,2978263914285,18001,普通
92,2978263896967,2978263914731,17763,普通
93,2978263897266,2978263915297,18031,普通
94,2978263897521,2978263916120,18599,普通
95,2978263914468,2978264001004,86536,普通
96,2978263915060,2978264001920,86860,普通
97,2978263916080,2978264002015,85935,普通
98,2978263917123,2978264059817,142694,普通
99,2978264001301,2978264076884,75583,普通
100,2978264002303,2978264077680,75377,普通

=== 执行统计 ===
第一笔交易开始时间: 2978255044034 微秒
最后一笔交易完成时间: 2978265096083 微秒
前100笔交易总执行时间(包含跨链延迟): 10052048 微秒
前100笔交易总执行时间(不含跨链延迟): 9033645 微秒
交易ID,开始时间,完成时间,延迟(微秒),类型
1,2978267941167,2978267960110,18942,普通
2,2978267941472,2978267964740,23267,普通
3,2978267941365,2978267964967,23601,普通
4,2978267941345,2978267965873,24527,普通
5,2978267960549,2978268067527,106977,普通
6,2978267965735,2978268082425,116690,普通
7,2978267966082,2978268158313,192230,普通
8,2978267966213,2978268159632,193419,普通
9,2978268067991,2978268160774,92782,普通
10,2978268158392,2978268182545,24153,普通
11,2978268158730,2978268182873,24142,普通
12,2978268160190,2978268183209,23018,普通
13,2978268161505,2978268184019,22514,普通
14,2978268182807,2978268284900,102092,普通
15,2978268183052,2978268284996,101944,普通
16,2978268183491,2978268285115,101623,普通
17,2978268184510,2978268286000,101490,普通
18,2978268285462,2978268374597,89135,普通
19,2978268285471,2978268375598,90127,普通
20,2978268285515,2978268460685,175169,普通
21,2978268286310,2978268461079,174769,普通
22,2978268375323,2978268469119,93796,普通
23,2978268376801,2978268472685,95883,普通
24,2978268461925,2978268476114,14189,普通
25,2978268462860,2978268577903,115043,普通
26,2978268470577,2978268582811,112233,普通
27,2978268473817,2978268590734,116917,普通
28,2978268476356,2978268590957,114600,普通
29,2978268578525,2978268591613,13087,普通
30,2978268583311,2978268677760,94448,普通
31,2978268590881,2978268678068,87186,普通
32,2978268591160,2978268678676,87515,普通
33,2978268592605,2978268688651,96046,普通
34,2978268678009,2978268694350,16341,普通
35,2978268678283,2978268798742,120459,普通
36,2978268679296,2978268799722,120425,普通
37,2978268688992,2978268898498,209505,普通
38,2978268694592,2978268904818,210226,普通
39,2978268798883,2978268904985,106102,普通
40,2978268800040,2978268910830,110789,普通
41,2978268898722,2978268920177,21454,普通
42,2978268905064,2978268920758,15693,普通
43,2978268905521,2978268921432,15911,普通
44,2978268915849,2978269175921,260071,普通
45,2978268920614,2978269176452,255837,普通
46,2978268921050,2978269177512,256462,普通
47,2978269047546,2978269181074,133528,普通
48,2978269176259,2978269191669,15410,普通
49,2978269176800,2978269251461,74660,普通
50,2978269179628,2978269252275,72646,普通
51,2978269181799,2978269252971,71171,普通
52,2978269192114,2978269253663,61548,普通
53,2978269251845,2978269346385,94539,普通
54,2978269252675,2978269347374,94699,普通
55,2978269253636,2978269348128,94491,普通
56,2978269254292,2978269348861,94568,普通
57,2978269346690,2978271856878,2510187,跨链
58,2978269347676,2978270657778,1310102,普通
59,2978269348629,2978270658741,1310111,普通
60,2978269349354,2978270659441,1310087,普通
61,2978270657028,2978270669276,12248,普通
62,2978270658725,2978270676156,17430,普通
63,2978270658974,2978270676351,17376,普通
64,2978270660091,2978270757233,97142,普通
65,2978270669769,2978270769481,99712,普通
66,2978270676368,2978270771064,94696,普通
67,2978270676531,2978270771238,94707,普通
68,2978270757437,2978273179725,2422287,跨链
69,2978270769654,2978271980191,1210537,普通
70,2978270771254,2978271981153,1209898,普通
71,2978270771417,2978271981626,1210209,普通
72,2978271979901,2978271997785,17883,普通
73,2978271980643,2978272000969,20326,普通
74,2978271981606,2978272001966,20360,普通
75,2978271982203,2978272116423,134219,普通
76,2978271998104,2978272116660,118555,普通
77,2978272002261,2978272126320,124059,普通
78,2978272002354,2978272206943,204589,普通
79,2978272116650,2978272211547,94897,普通
80,2978272117109,2978272212172,95062,普通
81,2978272127461,2978272212481,85020,普通
82,2978272207150,2978272214629,7479,普通
83,2978272211760,2978272294536,82775,普通
84,2978272212632,2978272304036,91404,普通
85,2978272213095,2978272304415,91319,普通
86,2978272214805,2978272305326,90520,普通
87,2978272295177,2978272309825,14647,普通
88,2978272304273,2978272435348,131074,普通
89,2978272304722,2978272436091,131368,普通
90,2978272306190,2978272438933,132743,普通
91,2978272310111,2978272439428,129317,普通
92,2978272438096,2978272552774,114678,普通
93,2978272436290,2978272560223,123932,普通
94,2978272439059,2978272560536,121476,普通
95,2978272439681,2978272653155,213474,普通
96,2978272552926,2978272653979,101052,普通
97,2978272560391,2978272654105,93714,普通
98,2978272560807,2978272663132,102325,普通
99,2978272653658,2978272749100,95442,普通
100,2978272654370,2978272749612,95242,普通

=== 执行统计 ===
第一笔交易开始时间: 2978267941167 微秒
最后一笔交易完成时间: 2978273179725 微秒
前100笔交易总执行时间(包含跨链延迟): 5238557 微秒
前100笔交易总执行时间(不含跨链延迟): 4808444 微秒
交易ID,开始时间,完成时间,延迟(微秒),类型
1,2978268855946,2978268873599,17653,普通
2,2978268856307,2978268874034,17727,普通
3,2978268856283,2978268876698,20414,普通
4,2978268856505,2978268973970,117464,普通
5,2978268874064,2978268974952,100888,普通
6,2978268874294,2978268975637,101342,普通
7,2978268877700,2978268976281,98581,普通
8,2978268974400,2978269131697,157297,普通
9,2978268975556,2978269132342,156786,普通
10,2978268976109,2978269133272,157163,普通
11,2978268977147,2978271535699,2558552,跨链
12,2978269131958,2978270336708,1204750,普通
13,2978269132592,2978270336824,1204231,普通
14,2978269133807,2978270337056,1203248,普通
15,2978270335880,2978270351711,15831,普通
16,2978270336940,2978270352340,15399,普通
17,2978270337276,2978270352939,15662,普通
18,2978270337271,2978270355273,18002,普通
19,2978270352036,2978270434025,81988,普通
20,2978270353154,2978270437862,84707,普通
21,2978270353277,2978270440816,87539,普通
22,2978270356653,2978270526302,169648,普通
23,2978270435345,2978270527045,91699,普通
24,2978270439221,2978270532824,93602,普通
25,2978270441665,2978270539931,98266,普通
26,2978270526646,2978270540711,14064,普通
27,2978270532126,2978270611649,79522,普通
28,2978270533364,2978270612285,78920,普通
29,2978270540341,2978270614746,74405,普通
30,2978270541350,2978270615738,74388,普通
31,2978270611930,2978270711104,99174,普通
32,2978270612777,2978270711928,99150,普通
33,2978270615072,2978270716739,101667,普通
34,2978270616143,2978273125181,2509037,跨链
35,2978270711555,2978271926227,1214672,普通
36,2978270712611,2978274333320,3620708,跨链
37,2978270717431,2978273134317,2416886,普通
38,2978271925460,2978275540101,3614641,跨链
39,2978271926630,2978276750516,4823886,跨链
40,2978273133524,2978275550662,2417138,普通
41,2978273134526,2978275551244,2416718,普通
42,2978274340357,2978275551910,1211552,普通
43,2978275550825,2978275570990,20165,普通
44,2978275550898,2978275571479,20580,普通
45,2978275551548,2978275572231,20682,普通
46,2978275552142,2978275573155,21013,普通
47,2978275571263,2978275776780,205516,普通
48,2978275571685,2978275777325,205640,普通
49,2978275572715,2978275777499,204784,普通
50,2978275573477,2978275893739,320262,普通
51,2978275777269,2978275912145,134875,普通
52,2978275777676,2978278334657,2556981,跨链
53,2978275777946,2978277135189,1357243,普通
54,2978275900098,2978277136230,1236132,普通
55,2978275912532,2978277136301,1223769,普通
56,2978277134837,2978277148396,13559,普通
57,2978277135697,2978277149470,13773,普通
58,2978277136429,2978277220631,84202,普通
59,2978277136796,2978277221747,84951,普通
60,2978277148893,2978277224290,75397,普通
61,2978277149950,2978277225219,75268,普通
62,2978277221173,2978277294332,73158,普通
63,2978277222337,2978277297126,74788,普通
64,2978277224590,2978277297716,73125,普通
65,2978277225999,2978279708488,2482489,跨链
66,2978277294866,2978278509675,1214808,普通
67,2978277297528,2978278510643,1213114,普通
68,2978277298184,2978278511684,1213499,普通
69,2978278508672,2978278520741,12069,普通
70,2978278510078,2978278533034,22956,普通
71,2978278511212,2978278647441,136228,普通
72,2978278512373,2978278648076,135702,普通
73,2978278521072,2978278648358,127285,普通
74,2978278533397,2978278659652,126255,普通
75,2978278648375,2978278726637,78262,普通
76,2978278648558,2978278733004,84446,普通
77,2978278648703,2978278733712,85009,普通
78,2978278660046,2978278734934,74888,普通
79,2978278728698,2978278742829,14130,普通
80,2978278733242,2978278837964,104722,普通
81,2978278734139,2978278838319,104180,普通
82,2978278735402,2978278838644,103241,普通
83,2978278743018,2978278932637,189618,普通
84,2978278838211,2978278933558,95347,普通
85,2978278838722,2978278934091,95369,普通
86,2978278839012,2978278938049,99037,普通
87,2978278932772,2978278938322,5550,普通
88,2978278934048,2978281472929,2538881,跨链
89,2978278934621,2978280273366,1338745,普通
90,2978278938558,2978280274068,1335510,普通
91,2978278938701,2978280274853,1336151,普通
92,2978280273208,2978282692146,2418938,跨链
93,2978280273524,2978281492217,1218692,普通
94,2978280274750,2978281492789,1218038,普通
95,2978280275538,2978281493406,1217867,普通
96,2978281492385,2978281508716,16330,普通
97,2978281492404,2978281511448,19043,普通
98,2978281493471,2978281511537,18066,普通
99,2978281493632,2978281512803,19170,普通
100,2978281510863,2978281634095,123231,普通

=== 执行统计 ===
第一笔交易开始时间: 2978268855946 微秒
最后一笔交易完成时间: 2978282692146 微秒
前100笔交易总执行时间(包含跨链延迟): 13836200 微秒
前100笔交易总执行时间(不含跨链延迟): 12778148 微秒
交易ID,开始时间,完成时间,延迟(微秒),类型
1,2978269834896,2978269855066,20170,普通
2,2978269834925,2978269855373,20448,普通
3,2978269835083,2978269917885,82802,普通
4,2978269835167,2978269918311,83143,普通
5,2978269855772,2978269918636,62864,普通
6,2978269855953,2978269928016,72063,普通
7,2978269918502,2978270034318,115815,普通
8,2978269918696,2978270034409,115712,普通
9,2978269919039,2978270034767,115728,普通
10,2978269928454,2978270035431,106976,普通
11,2978270034690,2978270151548,116858,普通
12,2978270034660,2978270151884,117224,普通
13,2978270034975,2978270152464,117488,普通
14,2978270035666,2978270152695,117029,普通
15,2978270151860,2978270243087,91227,普通
16,2978270152158,2978270244129,91970,普通
17,2978270152707,2978272652301,2499594,跨链
18,2978270152971,2978271453198,1300226,普通
19,2978270243600,2978271453301,1209700,普通
20,2978270244654,2978271454173,1209519,普通
21,2978271452475,2978271470407,17932,普通
22,2978271453690,2978271471229,17539,普通
23,2978271453763,2978271558581,104817,普通
24,2978271454616,2978271559801,105185,普通
25,2978271470764,2978271570980,100216,普通
26,2978271471624,2978271571589,99964,普通
27,2978271559096,2978271574439,15343,普通
28,2978271560847,2978271575215,14368,普通
29,2978271571265,2978271661292,90026,普通
30,2978271571928,2978271662770,90842,普通
31,2978271574962,2978271788203,213240,普通
32,2978271575754,2978271788392,212638,普通
33,2978271661460,2978271788822,127361,普通
34,2978271663247,2978274189450,2526202,跨链
35,2978271788590,2978272990114,1201523,普通
36,2978271788722,2978272991162,1202439,普通
37,2978271789116,2978272991989,1202872,普通
38,2978272989652,2978273002995,13342,普通
39,2978272990371,2978273003544,13172,普通
40,2978272991681,2978273079140,87458,普通
41,2978272992321,2978275489625,2497304,跨链
42,2978273003500,2978274290408,1286908,普通
43,2978273004014,2978274290483,1286469,普通
44,2978273079377,2978274291468,1212090,普通
45,2978274289837,2978276712382,2422544,跨链
46,2978274290926,2978275513276,1222349,普通
47,2978274290981,2978275513592,1222611,普通
48,2978274291839,2978275515449,1223609,普通
49,2978275512597,2978275523500,10902,普通
50,2978275514119,2978275524031,9912,普通
51,2978275514046,2978275530272,16226,普通
52,2978275516125,2978275623851,107725,普通
53,2978275523695,2978275628214,104519,普通
54,2978275525663,2978275630021,104357,普通
55,2978275530666,2978275878010,347344,普通
56,2978275624146,2978275879931,255785,普通
57,2978275628468,2978275885891,257422,普通
58,2978275630240,2978275897987,267747,普通
59,2978275878249,2978276047641,169392,普通
60,2978275880092,2978276048021,167929,普通
61,2978275891228,2978276051418,160190,普通
62,2978275898195,2978276052389,154193,普通
63,2978276048078,2978276063249,15170,普通
64,2978276048349,2978276066322,17972,普通
65,2978276052163,2978278583035,2530871,跨链
66,2978276052857,2978277384092,1331235,普通
67,2978276063925,2978277384531,1320605,普通
68,2978276169738,2978277385350,1215611,普通
69,2978277383228,2978277398116,14887,普通
70,2978277384299,2978277402950,18651,普通
71,2978277384981,2978277404098,19117,普通
72,2978277386385,2978277500488,114103,普通
73,2978277398532,2978277503296,104763,普通
74,2978277403514,2978277519929,116415,普通
75,2978277404815,2978277520990,116174,普通
76,2978277501479,2978277521981,20501,普通
77,2978277503984,2978277623476,119491,普通
78,2978277520493,2978280041243,2520750,跨链
79,2978277521168,2978278842032,1320863,普通
80,2978277617662,2978281248474,3630811,跨链
81,2978277624955,2978280048952,2423996,普通
82,2978278841491,2978280049115,1207623,普通
83,2978278842308,2978280049899,1207591,普通
84,2978280048653,2978280057178,8524,普通
85,2978280049196,2978280192929,143733,普通
86,2978280049506,2978280197166,147660,普通
87,2978280050248,2978280197615,147366,普通
88,2978280057856,2978280198928,141071,普通
89,2978280193145,2978280201315,8170,普通
90,2978280197533,2978280328290,130757,普通
91,2978280198555,2978280343628,145073,普通
92,2978280201241,2978280344703,143461,普通
93,2978280201508,2978280359069,157560,普通
94,2978280328785,2978280360111,31326,普通
95,2978280343847,2978280435083,91235,普通
96,2978280350592,2978280448013,97420,普通
97,2978280359539,2978280448399,88860,普通
98,2978280432859,2978280550141,117282,普通
99,2978280435425,2978280568370,132945,普通
100,2978280448596,2978280569313,120716,普通

=== 执行统计 ===
第一笔交易开始时间: 2978269834896 微秒
最后一笔交易完成时间: 2978281248474 微秒
前100笔交易总执行时间(包含跨链延迟): 11413577 微秒
前100笔交易总执行时间(不含跨链延迟): 10734416 微秒
交易ID,开始时间,完成时间,延迟(微秒),类型
1,2978270621332,2978270631788,10455,普通
2,2978270621352,2978270640720,19368,普通
3,2978270621595,2978270640989,19394,普通
4,2978270621453,2978270642033,20580,普通
5,2978270632250,2978270722638,90387,普通
6,2978270640882,2978270734335,93453,普通
7,2978270641144,2978270736020,94876,普通
8,2978270723041,2978270806322,83280,普通
9,2978270723021,2978270807067,84046,普通
10,2978270734482,2978273212739,2478257,跨链
11,2978270736620,2978272013173,1276552,普通
12,2978270806988,2978272013380,1206391,普通
13,2978270807650,2978272014218,1206567,普通
14,2978272012996,2978272031381,18384,普通
15,2978272013549,2978272032457,18908,普通
16,2978272013651,2978272033555,19904,普通
17,2978272014949,2978272033777,18828,普通
18,2978272031736,2978272126493,94757,普通
19,2978272032761,2978272126659,93898,普通
20,2978272033922,2978272127678,93756,普通
21,2978272034624,2978272128606,93982,普通
22,2978272126815,2978272209973,83157,普通
23,2978272127745,2978272215251,87506,普通
24,2978272128018,2978272215434,87416,普通
25,2978272128823,2978272215761,86937,普通
26,2978272211586,2978272218475,6888,普通
27,2978272215380,2978272297752,82371,普通
28,2978272215664,2978272297989,82324,普通
29,2978272216486,2978272298991,82504,普通
30,2978272218605,2978272300252,81646,普通
31,2978272298142,2978272431279,133136,普通
32,2978272298193,2978272431441,133248,普通
33,2978272299541,2978272439710,140168,普通
34,2978272300591,2978272440817,140225,普通
35,2978272431491,2978272550095,118603,普通
36,2978272435458,2978272564773,129315,普通
37,2978272439876,2978272651296,211420,普通
38,2978272440962,2978272651783,210821,普通
39,2978272550279,2978272652413,102133,普通
40,2978272564893,2978272652778,87885,普通
41,2978272651501,2978272656017,4515,普通
42,2978272652542,2978272665303,12761,普通
43,2978272652962,2978272759892,106929,普通
44,2978272653275,2978272763119,109844,普通
45,2978272656136,2978272763520,107383,普通
46,2978272665461,2978272764515,99054,普通
47,2978272760034,2978272845918,85883,普通
48,2978272763885,2978272851029,87144,普通
49,2978272764056,2978275263745,2499688,跨链
50,2978272765446,2978274064295,1298848,普通
51,2978272846334,2978274065096,1218761,普通
52,2978272851704,2978276467489,3615785,跨链
53,2978274063941,2978275268653,1204712,普通
54,2978274064691,2978275269105,1204413,普通
55,2978274065494,2978275269619,1204125,普通
56,2978275267749,2978275288787,21037,普通
57,2978275269240,2978275419058,149817,普通
58,2978275269543,2978275419276,149732,普通
59,2978275270089,2978275424019,153929,普通
60,2978275289379,2978275424604,135224,普通
61,2978275419767,2978275606488,186721,普通
62,2978275420492,2978275607329,186836,普通
63,2978275424353,2978275607592,183238,普通
64,2978275424867,2978275614533,189665,普通
65,2978275606855,2978275878312,271457,普通
66,2978275607597,2978275879041,271443,普通
67,2978275608021,2978275879846,271824,普通
68,2978275615548,2978275898816,283267,普通
69,2978275878651,2978275917740,39088,普通
70,2978275880108,2978276124803,244694,普通
71,2978275880260,2978276125025,244765,普通
72,2978275898985,2978276132232,233247,普通
73,2978276119985,2978276132775,12789,普通
74,2978276124967,2978276210483,85516,普通
75,2978276125157,2978276211115,85958,普通
76,2978276132540,2978276212083,79543,普通
77,2978276133621,2978276218521,84899,普通
78,2978276210790,2978276293071,82280,普通
79,2978276211251,2978276299296,88045,普通
80,2978276212980,2978276300179,87199,普通
81,2978276220672,2978276305182,84509,普通
82,2978276293245,2978276411800,118555,普通
83,2978276299455,2978276417263,117808,普通
84,2978276306859,2978276425760,118900,普通
85,2978276306928,2978276426212,119283,普通
86,2978276412197,2978276426408,14211,普通
87,2978276417428,2978276427436,10008,普通
88,2978276425927,2978276544281,118353,普通
89,2978276426453,2978276646112,219658,普通
90,2978276426696,2978276647268,220571,普通
91,2978276428990,2978276648267,219277,普通
92,2978276544416,2978276656243,111827,普通
93,2978276646289,2978276764530,118241,普通
94,2978276648043,2978276765648,117604,普通
95,2978276649054,2978276766332,117278,普通
96,2978276656433,2978276766508,110075,普通
97,2978276765034,2978276777840,12805,普通
98,2978276765938,2978276778318,12380,普通
99,2978276766588,2978276778880,12292,普通
100,2978276767023,2978276865279,98256,普通

=== 执行统计 ===
第一笔交易开始时间: 2978270621332 微秒
最后一笔交易完成时间: 2978276865279 微秒
前100笔交易总执行时间(包含跨链延迟): 6243946 微秒
前100笔交易总执行时间(不含跨链延迟): 6243946 微秒
交易ID,开始时间,完成时间,延迟(微秒),类型
1,2978271655416,2978271667371,11954,普通
2,2978271655312,2978271675768,20456,普通
3,2978271655549,2978271676194,20644,普通
4,2978271655424,2978271676936,21511,普通
5,2978271669198,2978271794096,124897,普通
6,2978271676040,2978271801586,125545,普通
7,2978271676814,2978271905949,229134,普通
8,2978271677388,2978271907620,230232,普通
9,2978271794232,2978271908236,114004,普通
10,2978271802069,2978271908833,106763,普通
11,2978271906629,2978271922933,16304,普通
12,2978271907795,2978272070637,162842,普通
13,2978271908634,2978272070792,162158,普通
14,2978271909278,2978272071048,161769,普通
15,2978271923276,2978272074151,150875,普通
16,2978272071078,2978272158086,87008,普通
17,2978272071313,2978272160691,89377,普通
18,2978272071464,2978272161674,90210,普通
19,2978272074984,2978272162125,87140,普通
20,2978272158385,2978272170821,12435,普通
21,2978272161142,2978272254863,93721,普通
22,2978272162026,2978272255335,93309,普通
23,2978272162527,2978272256675,94147,普通
24,2978272171536,2978272259450,87913,普通
25,2978272255206,2978272356241,101035,普通
26,2978272255664,2978272357243,101579,普通
27,2978272257600,2978272357293,99693,普通
28,2978272260537,2978272358460,97922,普通
29,2978272356382,2978272366319,9937,普通
30,2978272357806,2978272448827,91020,普通
31,2978272357890,2978272449776,91885,普通
32,2978272359549,2978272461175,101625,普通
33,2978272366851,2978272461927,95076,普通
34,2978272448953,2978272580895,131942,普通
35,2978272450268,2978272581601,131332,普通
36,2978272461565,2978272590660,129094,普通
37,2978272462217,2978272591460,129242,普通
38,2978272581296,2978272592615,11319,普通
39,2978272581834,2978272592997,11163,普通
40,2978272590906,2978272719675,128768,普通
41,2978272591840,2978272720148,128307,普通
42,2978272592837,2978272723207,130369,普通
43,2978272593432,2978272805769,212337,普通
44,2978272720378,2978272806305,85926,普通
45,2978272722051,2978272806442,84390,普通
46,2978272725143,2978272897557,172413,普通
47,2978272805986,2978272898200,92213,普通
48,2978272806592,2978272898861,92268,普通
49,2978272806634,2978272899862,93228,普通
50,2978272897790,2978275394104,2496314,跨链
51,2978272898524,2978274194668,1296143,普通
52,2978272900278,2978274195146,1294868,普通
53,2978272900503,2978274195539,1295036,普通
54,2978274194305,2978274210875,16570,普通
55,2978274195088,2978274211984,16895,普通
56,2978274195340,2978274213209,17868,普通
57,2978274196069,2978274329427,133358,普通
58,2978274211481,2978274340484,129002,普通
59,2978274212772,2978274342067,129294,普通
60,2978274214170,2978274458828,244658,普通
61,2978274329904,2978274459093,129189,普通
62,2978274340985,2978274475058,134073,普通
63,2978274342661,2978274475765,133104,普通
64,2978274459297,2978274476435,17138,普通
65,2978274461781,2978274600454,138672,普通
66,2978274475351,2978274621633,146281,普通
67,2978274476088,2978274693620,217531,普通
68,2978274476874,2978274694136,217262,普通
69,2978274600748,2978274694374,93626,普通
70,2978274621809,2978274711980,90170,普通
71,2978274694724,2978274712586,17862,普通
72,2978274694674,2978274810985,116310,普通
73,2978274695515,2978274811234,115719,普通
74,2978274712418,2978274826340,113921,普通
75,2978274810441,2978274827397,16956,普通
76,2978274811137,2978274827640,16502,普通
77,2978274811496,2978274949742,138245,普通
78,2978274826501,2978274961680,135179,普通
79,2978274827883,2978275087965,260082,普通
80,2978274828097,2978275088821,260723,普通
81,2978274950237,2978275089384,139146,普通
82,2978274962120,2978275090273,128153,普通
83,2978275088224,2978275097097,8873,普通
84,2978275089963,2978275237651,147688,普通
85,2978275090038,2978275238391,148353,普通
86,2978275091274,2978277642235,2550961,跨链
87,2978275097299,2978276442409,1345109,普通
88,2978275238104,2978276443485,1205381,普通
89,2978275238849,2978276444533,1205683,普通
90,2978276442434,2978276452085,9650,普通
91,2978276442676,2978276460108,17432,普通
92,2978276443958,2978276461112,17153,普通
93,2978276445284,2978276461474,16190,普通
94,2978276452677,2978276553304,100626,普通
95,2978276460465,2978276560062,99596,普通
96,2978276461606,2978276568247,106640,普通
97,2978276462670,2978276657110,194440,普通
98,2978276553447,2978276657165,103718,普通
99,2978276560469,2978276664451,103982,普通
100,2978276568696,2978276668759,100062,普通

=== 执行统计 ===
第一笔交易开始时间: 2978271655416 微秒
最后一笔交易完成时间: 2978277642235 微秒
前100笔交易总执行时间(包含跨链延迟): 5986819 微秒
前100笔交易总执行时间(不含跨链延迟): 5013342 微秒
交易ID,开始时间,完成时间,延迟(微秒),类型
1,2978272565586,2978272579437,13851,普通
2,2978272565850,2978272597788,31938,普通
3,2978272566226,2978272597838,31611,普通
4,2978272566923,2978272703641,136717,普通
5,2978272579901,2978272704393,124492,普通
6,2978272598155,2978272727289,129134,普通
7,2978272598168,2978272727731,129563,普通
8,2978272703931,2978272805047,101115,普通
9,2978272704844,2978272806324,101480,普通
10,2978272727579,2978272810525,82945,普通
11,2978272728205,2978272811247,83041,普通
12,2978272805221,2978275217415,2412194,跨链
13,2978272806497,2978274017938,1211440,普通
14,2978272811058,2978274018251,1207192,普通
15,2978272816718,2978274018554,1201836,普通
16,2978274017622,2978274034786,17164,普通
17,2978274018291,2978274035329,17038,普通
18,2978274018873,2978274035408,16535,普通
19,2978274019110,2978274036414,17303,普通
20,2978274035019,2978274172443,137424,普通
21,2978274035643,2978276575558,2539914,跨链
22,2978274035712,2978275376679,1340966,普通
23,2978274036882,2978275376816,1339933,普通
24,2978274172795,2978275377709,1204913,普通
25,2978275375766,2978275391063,15296,普通
26,2978275377037,2978275514642,137604,普通
27,2978275377218,2978275515520,138302,普通
28,2978275378373,2978275516613,138240,普通
29,2978275391339,2978275531311,139971,普通
30,2978275514961,2978275531468,16507,普通
31,2978275516099,2978275532051,15952,普通
32,2978275516943,2978275532966,16022,普通
33,2978275531486,2978275623984,92498,普通
34,2978275531754,2978275633704,101950,普通
35,2978275532510,2978275634439,101929,普通
36,2978275533239,2978275879236,345997,普通
37,2978275624144,2978275879891,255747,普通
38,2978275633933,2978275927914,293981,普通
39,2978275634786,2978276122784,487998,普通
40,2978275879439,2978276123144,243705,普通
41,2978275886893,2978276123376,236483,普通
42,2978275928186,2978276124492,196306,普通
43,2978276122987,2978276206623,83636,普通
44,2978276123501,2978276210406,86905,普通
45,2978276123600,2978276210845,87244,普通
46,2978276124701,2978276211667,86965,普通
47,2978276206899,2978276219969,13069,普通
48,2978276210695,2978276292036,81341,普通
49,2978276211054,2978276292668,81614,普通
50,2978276212138,2978278715140,2503002,跨链
51,2978276220150,2978277516199,1296048,普通
52,2978276292191,2978277516465,1224273,普通
53,2978276293691,2978279920840,3627148,跨链
