zipf = 0.8 ctx = 0.0----------------------------------------------------------


交易ID,开始时间,完成时间,延迟(微秒),类型
58,3044261188416,3044261579162,390746,普通
59,3044261189329,3044261593010,403680,普通
60,3044261315944,3044261711956,396012,普通
61,3044261578209,3044262101040,522830,普通
62,3044261579493,3044262101166,521673,普通
63,3044261593575,3044262102538,508962,普通
64,3044261835258,3044264302541,2467283,跨链
65,3044262102872,3044262412551,309679,普通
66,3044262246614,3044262561213,314599,普通
67,3044262246623,3044262879581,632957,普通
68,3044262252306,3044262879585,627278,普通
69,3044262412901,3044263023045,610143,普通
70,3044262561604,3044263375970,814365,普通
71,3044262889173,3044263523842,634669,普通
72,3044262881681,3044263802252,920571,普通
73,3044263023379,3044263807845,784465,普通
74,3044263377020,3044263807883,430862,普通
75,3044263524530,3044264075348,550817,普通
76,3044263802659,3044264451347,648687,普通
77,3044263915426,3044266651352,2735925,跨链
78,3044263915919,3044264454298,538378,普通
79,3044264075855,3044264604663,528807,普通
80,3044264451741,3044264953111,501369,普通
81,3044264473328,3044264953114,479786,普通
82,3044264474710,3044267276220,2801509,跨链
83,3044264605092,3044265460834,855742,普通
84,3044264954809,3044265464062,509253,普通
85,3044264954819,3044265465793,510973,普通
86,3044265451203,3044265987007,535804,普通
87,3044265461303,3044265987012,525708,普通
88,3044265629607,3044266331109,701501,普通
89,3044265635419,3044266343268,707848,普通
90,3044265990917,3044266344034,353116,普通
91,3044265991979,3044266505844,513864,普通
92,3044266331605,3044266947313,615708,普通
93,3044266506359,3044267387211,880851,普通
94,3044266507672,3044267609001,1101328,普通
95,3044266514187,3044269810467,3296279,跨链
96,3044266947710,3044267617226,669516,普通
97,3044267387657,3044267881880,494222,普通
98,3044267609402,3044268359556,750153,普通
99,3044267631429,3044268803900,1172471,普通
100,3044267663495,3044268819230,1155734,普通

=== 执行统计 ===
第一笔交易开始时间: 3044254585411 微秒
第100笔交易完成时间: 3044268819230 微秒
离第100笔交易最近的跨链交易完成时间: 3044269810467 微秒
前100笔交易总执行时间(包含跨链延迟): 15225055 微秒
前100笔交易总执行时间(不含跨链延迟): 14233818 微秒
跨链交易数量: 6
交易ID,开始时间,完成时间,延迟(微秒),类型
1,3044257428376,3044257733514,305137,普通
2,3044257428402,3044257740021,311619,普通
3,3044257428452,3044257740026,311574,普通
4,3044257428381,3044257740030,311649,普通
5,3044257734014,3044257957087,223072,普通
6,3044257741928,3044257957092,215163,普通
7,3044257836071,3044260230969,2394897,跨链
8,3044257937450,3044258243644,306194,普通
9,3044258018462,3044258501313,482851,普通
10,3044258019046,3044258501519,482472,普通
11,3044258031303,3044258507362,476058,普通
12,3044258244126,3044258625455,381328,普通
13,3044258624492,3044261232527,2608034,跨链
14,3044258625035,3044259036456,411421,普通
15,3044258625101,3044261238750,2613649,跨链
16,3044258625849,3044259038754,412905,普通
17,3044259036275,3044259404168,367893,普通
18,3044259039186,3044261604173,2564986,跨链
19,3044259157367,3044259650819,493451,普通
20,3044259158351,3044259650823,492471,普通
21,3044259405054,3044259959401,554346,普通
22,3044259509222,3044259959563,450341,普通
23,3044259660722,3044260056634,395911,普通
24,3044259662770,3044260182978,520207,普通
25,3044259962672,3044260463115,500442,普通
26,3044259962464,3044260464020,501556,普通
27,3044260056985,3044260480022,423036,普通
28,3044260184685,3044260546096,361410,普通
29,3044260463489,3044260940902,477412,普通
30,3044260545297,3044260941114,395816,普通
31,3044260546033,3044261081827,535793,普通
32,3044260547056,3044261081831,534774,普通
33,3044260941459,3044261363420,421961,普通
34,3044261075928,3044261708601,632673,普通
35,3044261087765,3044263920030,2832265,跨链
36,3044261088090,3044261733875,645785,普通
37,3044261363852,3044261734110,370258,普通
38,3044261708998,3044262098237,389238,普通
39,3044261720459,3044262098241,377782,普通
40,3044261846169,3044262417871,571701,普通
41,3044261852863,3044262417875,565012,普通
42,3044262252167,3044264619708,2367540,跨链
43,3044262252514,3044262557900,305386,普通
44,3044262558288,3044262712945,154656,普通
45,3044262567607,3044263205526,637918,普通
46,3044262572085,3044263209673,637588,普通
47,3044262712203,3044263222922,510719,普通
48,3044262715325,3044263222925,507600,普通
49,3044263219070,3044263386457,167386,普通
50,3044263219404,3044265928293,2708888,跨链
51,3044263379711,3044263728297,348585,普通
52,3044263391278,3044264103698,712419,普通
53,3044263391499,3044264232750,841250,普通
54,3044263801357,3044264233088,431731,普通
55,3044263801883,3044264403772,601889,普通
56,3044264104201,3044264517383,413181,普通
57,3044264233398,3044266731907,2498509,跨链
58,3044264234123,3044265030492,796369,普通
59,3044264517898,3044265030495,512596,普通
60,3044264520910,3044265398658,877748,普通
61,3044264532312,3044265406770,874458,普通
62,3044265030915,3044265580925,550009,普通
63,3044265190722,3044267796031,2605309,跨链
64,3044265399248,3044266124231,724983,普通
65,3044265579349,3044266124955,545605,普通
66,3044265758664,3044266131012,372348,普通
67,3044265759940,3044266131017,371076,普通
68,3044266124624,3044268638532,2513907,跨链
69,3044266131467,3044266689820,558353,普通
70,3044266269567,3044267179015,909448,普通
71,3044266275287,3044269382459,3107171,跨链
72,3044266438895,3044267185172,746276,普通
73,3044266690302,3044270076143,3385841,跨链
74,3044267179359,3044268076981,897622,普通
75,3044267189588,3044268076986,887398,普通
76,3044267393721,3044268077131,683409,普通
77,3044267876601,3044268386463,509861,普通
78,3044268083677,3044268629460,545782,普通
79,3044268083768,3044268810293,726525,普通
80,3044268086835,3044268828350,741515,普通
81,3044268386973,3044269005397,618423,普通
82,3044268629786,3044269480414,850628,普通
83,3044268810661,3044269615713,805052,普通
84,3044268828701,3044269619165,790463,普通
85,3044269005940,3044269619168,613228,普通
86,3044269480789,3044270213456,732667,普通
87,3044269617287,3044270231357,614070,普通
88,3044269755311,3044270366698,611387,普通
89,3044269764696,3044270376658,611962,普通
90,3044270231556,3044271046209,814652,普通
91,3044270360543,3044271046213,685670,普通
92,3044270369045,3044271046922,677876,普通
93,3044270384400,3044271270366,885966,普通
94,3044271046682,3044271776926,730244,普通
95,3044271053893,3044274232616,3178723,跨链
96,3044271065841,3044272470946,1405104,普通
97,3044271270965,3044272470986,1200021,普通
98,3044271777337,3044272471222,693885,普通
99,3044272034193,3044272471264,437071,普通
100,3044272472029,3044275246788,2774759,跨链

=== 执行统计 ===
第一笔交易开始时间: 3044257428376 微秒
第100笔交易完成时间: 3044275246788 微秒
前100笔交易总执行时间(包含跨链延迟): 17818411 微秒
前100笔交易总执行时间(不含跨链延迟): 17818411 微秒
跨链交易数量: 14
交易ID,开始时间,完成时间,延迟(微秒),类型
1,3044259679499,3044260095872,416372,普通
2,3044259679518,3044262295908,2616390,跨链
3,3044259679556,3044260095912,416356,普通
4,3044259688335,3044260095915,407580,普通
5,3044260099524,3044262723899,2624375,跨链
6,3044260098655,3044260524148,425493,普通
7,3044260098250,3044260661795,563544,普通
8,3044260099003,3044260661800,562796,普通
9,3044260647259,3044260963698,316438,普通
10,3044260652905,3044260963701,310796,普通
11,3044260719046,3044260975759,256713,普通
12,3044260719005,3044261236814,517809,普通
13,3044260969458,3044261377511,408052,普通
14,3044260969904,3044261377516,407612,普通
15,3044261081040,3044261715753,634712,普通
16,3044261237364,3044261715757,478393,普通
17,3044261518327,3044261837419,319092,普通
18,3044261518152,3044262099387,581235,普通
19,3044261716528,3044264304031,2587503,跨链
20,3044261849438,3044262251554,402115,普通
21,3044261837726,3044262251734,414008,普通
22,3044262256247,3044262874582,618335,普通
23,3044262262990,3044262879620,616630,普通
24,3044262263144,3044262879690,616545,普通
25,3044262260507,3044265090534,2830026,跨链
26,3044262874913,3044263203743,328829,普通
27,3044262880577,3044263417293,536715,普通
28,3044262890046,3044263426091,536044,普通
29,3044262897628,3044265627041,2729412,跨链
30,3044263204101,3044263574298,370197,普通
31,3044263418142,3044263970882,552740,普通
32,3044263427943,3044264117897,689954,普通
33,3044263430365,3044264117903,687537,普通
34,3044263574734,3044264603327,1028592,普通
35,3044263972076,3044264605079,633003,普通
36,3044264118808,3044264605335,486526,普通
37,3044264118943,3044264605339,486395,普通
38,3044264603709,3044265003367,399658,普通
39,3044264605739,3044265406640,800900,普通
40,3044264624222,3044265406644,782421,普通
41,3044264625724,3044265406647,780923,普通
42,3044265003692,3044265585518,581825,普通
43,3044265408054,3044265911194,503140,普通
44,3044265581243,3044266241333,660089,普通
45,3044265585897,3044266243406,657509,普通
46,3044265599621,3044268444707,2845085,跨链
47,3044265911528,3044266244720,333191,普通
48,3044266243673,3044266991078,747404,普通
49,3044266244029,3044267000029,756000,普通
50,3044266245086,3044267000280,755193,普通
51,3044266398748,3044267196413,797664,普通
52,3044266991594,3044267395511,403917,普通
53,3044267004764,3044267855533,850769,普通
54,3044267191822,3044268119627,927804,普通
55,3044267196759,3044270329716,3132957,跨链
56,3044267395914,3044268136034,740119,普通
57,3044267858167,3044268363689,505522,普通
58,3044268120049,3044269057628,937578,普通
59,3044268130125,3044269065125,934999,普通
60,3044268360719,3044269270609,909890,普通
61,3044268365743,3044269283123,917380,普通
62,3044269065820,3044269927554,861734,普通
63,3044269066025,3044269948775,882749,普通
64,3044269271265,3044269949206,677940,普通
65,3044269293148,3044269951879,658730,普通
66,3044269928165,3044270774480,846315,普通
67,3044269949836,3044270774613,824776,普通
68,3044269966138,3044270787333,821195,普通
69,3044270197104,3044270812022,614918,普通
70,3044270778238,3044271279490,501251,普通
71,3044270779041,3044271561471,782429,普通
72,3044270899400,3044271561476,662076,普通
73,3044270899694,3044271563358,663663,普通
74,3044271279841,3044271810987,531145,普通
75,3044271561828,3044272269926,708097,普通
76,3044271800438,3044272273713,473274,普通
77,3044271823728,3044272666747,843018,普通
78,3044271811739,3044272666752,855012,普通
79,3044272270275,3044272704571,434295,普通
80,3044272488548,3044273289473,800924,普通
81,3044272679424,3044273289477,610052,普通
82,3044272693744,3044273298220,604475,普通
83,3044272704939,3044273488791,783851,普通
84,3044273291084,3044274076671,785586,普通
85,3044273298652,3044274088022,789370,普通
86,3044273477833,3044274088028,610195,普通
87,3044273490135,3044274092051,601916,普通
88,3044274077071,3044274689489,612418,普通
89,3044274244614,3044274933174,688559,普通
90,3044274260766,3044275272996,1012230,普通
91,3044274262051,3044275278038,1015986,普通
92,3044274689818,3044275278042,588224,普通
93,3044274939188,3044275278045,338857,普通
94,3044275273904,3044275666508,392604,普通
95,3044275280294,3044275901232,620938,普通
96,3044275289130,3044275903680,614549,普通
97,3044275306521,3044276221530,915009,普通
98,3044275666859,3044276693239,1026380,普通
99,3044275903890,3044276720173,816282,普通
100,3044276077797,3044276720270,642473,普通

=== 执行统计 ===
第一笔交易开始时间: 3044259679499 微秒
第100笔交易完成时间: 3044276720270 微秒
前100笔交易总执行时间(包含跨链延迟): 17040770 微秒
前100笔交易总执行时间(不含跨链延迟): 17040770 微秒
跨链交易数量: 7
交易ID,开始时间,完成时间,延迟(微秒),类型
1,3044261016031,3044261419338,403306,普通
2,3044261016055,3044261419357,403302,普通
3,3044261016467,3044261427397,410929,普通
4,3044261028367,3044261427401,399033,普通
5,3044261420105,3044261851282,431176,普通
6,3044261421140,3044262138626,717485,普通
7,3044261428056,3044262142431,714375,普通
8,3044261428147,3044262142446,714299,普通
9,3044261855112,3044262142478,287365,普通
10,3044262138983,3044262676240,537257,普通
11,3044262146669,3044262676246,529576,普通
12,3044262147689,3044262676250,528561,普通
13,3044262148191,3044262676253,528062,普通
14,3044262866966,3044263034489,167523,普通
15,3044262881645,3044263429633,547988,普通
16,3044262885261,3044263433135,547874,普通
17,3044262887731,3044263433346,545614,普通
18,3044263034847,3044263433387,398539,普通
19,3044263433713,3044264078130,644417,普通
20,3044263434236,3044266278263,2844026,跨链
21,3044263434197,3044264082275,648078,普通
22,3044263549671,3044264082280,532609,普通
23,3044264082021,3044264611673,529651,普通
24,3044264082645,3044265015909,933264,普通
25,3044264082790,3044267218497,3135706,跨链
26,3044264082846,3044265028939,946092,普通
27,3044264612066,3044265028944,416877,普通
28,3044265016301,3044265649909,633608,普通
29,3044265027280,3044265661988,634708,普通
30,3044265030647,3044265661993,631346,普通
31,3044265195182,3044265826253,631071,普通
32,3044265650337,3044266165615,515278,普通
33,3044265662724,3044266509219,846495,普通
34,3044265826870,3044266517107,690236,普通
35,3044265827720,3044266517456,689736,普通
36,3044266166103,3044266517551,351448,普通
37,3044266509894,3044267169408,659514,普通
38,3044266519946,3044267328802,808855,普通
39,3044266520826,3044267330997,810170,普通
40,3044266521191,3044267331002,809811,普通
41,3044267316853,3044267682210,365357,普通
42,3044267329296,3044267843467,514171,普通
43,3044267331474,3044267868180,536706,普通
44,3044267443525,3044268553879,1110353,普通
45,3044267683761,3044270758602,3074840,跨链
46,3044267847596,3044268569671,722075,普通
47,3044267875162,3044269007929,1132766,普通
48,3044268554448,3044269506715,952267,普通
49,3044268570022,3044269507205,937183,普通
50,3044268792263,3044269519975,727711,普通
51,3044269008322,3044269532713,524391,普通
52,3044269507213,3044270359718,852505,普通
53,3044269511250,3044270359772,848521,普通
54,3044269527306,3044270593445,1066138,普通
55,3044269711243,3044270593857,882613,普通
56,3044270367397,3044271042073,674676,普通
57,3044270369432,3044271042078,672646,普通
58,3044270599518,3044271053152,453634,普通
59,3044271040065,3044271782021,741956,普通
60,3044271042620,3044274001566,2958946,跨链
61,3044271050475,3044272266270,1215795,普通
62,3044271076213,3044272266275,1190062,普通
63,3044271782422,3044272271005,488583,普通
64,3044271811122,3044272308177,497055,普通
65,3044272278868,3044272926522,647654,普通
66,3044272304130,3044272937768,633637,普通
67,3044272453344,3044272937773,484428,普通
68,3044272471466,3044273129351,657884,普通
69,3044272926882,3044273653277,726394,普通
70,3044272940628,3044273822599,881971,普通
71,3044273129972,3044274007505,877533,普通
72,3044273137950,3044274210620,1072670,普通
73,3044273653582,3044274361091,707508,普通
74,3044273824458,3044274530820,706362,普通
75,3044274012391,3044274530826,518434,普通
76,3044274210977,3044274530830,319852,普通
77,3044274361448,3044274729892,368444,普通
78,3044274532326,3044275171800,639473,普通
79,3044274532478,3044275171913,639434,普通
80,3044274729260,3044275726607,997347,普通
81,3044274730973,3044275726624,995650,普通
82,3044275175119,3044275726681,551561,普通
83,3044275361020,3044275907838,546817,普通
84,3044275727299,3044278783544,3056244,跨链
85,3044275729007,3044276583549,854541,普通
86,3044275904139,3044278784946,2880807,跨链
87,3044275908222,3044276585038,676816,普通
88,3044276584424,3044277318894,734469,普通
89,3044276585908,3044277328054,742145,普通
90,3044276586158,3044277330107,743948,普通
91,3044276596192,3044277336012,739819,普通
92,3044277328635,3044277968734,640098,普通
93,3044277332249,3044277976290,644040,普通
94,3044277336617,3044277980171,643554,普通
95,3044277496412,3044280580575,3084162,跨链
96,3044277976854,3044280580580,2603726,跨链
97,3044277994867,3044278522489,527621,普通
98,3044278173641,3044280925917,2752275,跨链
99,3044278381638,3044279095583,713944,普通
100,3044278382582,3044279552388,1169806,普通

=== 执行统计 ===
第一笔交易开始时间: 3044261016031 微秒
第100笔交易完成时间: 3044279552388 微秒
离第100笔交易最近的跨链交易完成时间: 3044280925917 微秒
前100笔交易总执行时间(包含跨链延迟): 19909885 微秒
前100笔交易总执行时间(不含跨链延迟): 18536356 微秒
跨链交易数量: 9
交易ID,开始时间,完成时间,延迟(微秒),类型
1,3044262265313,3044262475876,210563,普通
2,3044262265409,3044262815566,550156,普通
3,3044262266264,3044262815570,549306,普通
4,3044262288435,3044263070600,782164,普通
5,3044262476440,3044263070604,594163,普通
6,3044262815953,3044263425932,609979,普通
7,3044262928290,3044265625937,2697646,跨链
8,3044263071462,3044263766499,695036,普通
9,3044263071661,3044263776022,704360,普通
10,3044263427568,3044265989862,2562294,跨链
11,3044263433380,3044264253119,819738,普通
12,3044263781410,3044264259653,478243,普通
13,3044263791230,3044264386983,595753,普通
14,3044263790319,3044264386987,596668,普通
15,3044264253496,3044264861751,608255,普通
16,3044264265235,3044264861758,596522,普通
17,3044264387506,3044264861849,474342,普通
18,3044264398757,3044264861912,463155,普通
19,3044264862671,3044265194176,331505,普通
20,3044264862872,3044265402749,539876,普通
21,3044264863360,3044268108789,3245428,跨链
22,3044265022843,3044265917563,894720,普通
23,3044265194433,3044265918988,724554,普通
24,3044265403102,3044265919075,515972,普通
25,3044265917930,3044268642022,2724091,跨链
26,3044265920438,3044266443315,522876,普通
27,3044265919620,3044266667810,748189,普通
28,3044266116358,3044266668103,551745,普通
29,3044266442443,3044267150828,708384,普通
30,3044266453778,3044267327358,873579,普通
31,3044266668846,3044267327363,658516,普通
32,3044266668494,3044267674669,1006174,普通
33,3044267156213,3044267676235,520021,普通
34,3044267426021,3044267852456,426434,普通
35,3044267426098,3044270809341,3383242,跨链
36,3044267682085,3044268609347,927262,普通
37,3044267852343,3044268611573,759229,普通
38,3044267888932,3044268611785,722852,普通
39,3044268609869,3044269290360,680491,普通
40,3044268615392,3044269527333,911941,普通
41,3044268619184,3044271732131,3112946,跨链
42,3044268812654,3044269532357,719702,普通
43,3044269290966,3044269974169,683202,普通
44,3044269528218,3044270408878,880659,普通
45,3044269539665,3044270408884,869219,普通
46,3044269541260,3044270409634,868373,普通
47,3044269974666,3044270636688,662022,普通
48,3044270415083,3044270838654,423570,普通
49,3044270419170,3044273490235,3071065,跨链
50,3044270600172,3044271292998,692825,普通
51,3044270820352,3044271798311,977958,普通
52,3044270838997,3044273999851,3160854,跨链
53,3044271290557,3044272084204,793647,普通
54,3044271535749,3044272084208,548459,普通
55,3044271798734,3044272487634,688899,普通
56,3044272045434,3044274903714,2858279,跨链
57,3044272247529,3044273041380,793850,普通
58,3044272238300,3044273052021,813720,普通
59,3044272490119,3044273052026,561906,普通
60,3044272704097,3044273682600,978502,普通
61,3044273041797,3044273682619,640822,普通
62,3044273052655,3044273682623,629968,普通
63,3044273168706,3044273871871,703164,普通
64,3044273683793,3044274444965,761171,普通
65,3044273684379,3044274447417,763037,普通
66,3044273684318,3044274457898,773580,普通
67,3044273872399,3044274460046,587646,普通
68,3044274445335,3044275087534,642198,普通
69,3044274458266,3044275087735,629469,普通
70,3044274678561,3044275464542,785981,普通
71,3044274683978,3044275474400,790421,普通
72,3044275088941,3044275474406,385464,普通
73,3044275097557,3044276070073,972515,普通
74,3044275465026,3044276083020,617993,普通
75,3044275475130,3044278430675,2955545,跨链
76,3044275665595,3044276235907,570311,普通
77,3044276070415,3044278843497,2773081,跨链
78,3044276083420,3044276643502,560081,普通
79,3044276231090,3044277050821,819730,普通
80,3044276434782,3044277071196,636413,普通
81,3044276843574,3044277219294,375720,普通
82,3044276843783,3044279651861,2808077,跨链
83,3044277071583,3044278008828,937245,普通
84,3044277228860,3044278008832,779972,普通
85,3044277219651,3044278233775,1014124,普通
86,3044277452354,3044278233780,781426,普通
87,3044278009475,3044278241256,231780,普通
88,3044278013879,3044278944832,930953,普通
89,3044278241693,3044278944938,703245,普通
90,3044278248740,3044281145160,2896419,跨链
91,3044278453799,3044278945568,491768,普通
92,3044278946312,3044281959408,3013095,跨链
93,3044278947623,3044279760799,813176,普通
94,3044278949507,3044279760880,811373,普通
95,3044278950040,3044279762384,812343,普通
96,3044279759899,3044280846312,1086412,普通
97,3044279761397,3044280848208,1086811,普通
98,3044279770177,3044280854412,1084235,普通
99,3044279913620,3044280855441,941820,普通
100,3044280846651,3044281558549,711898,普通

=== 执行统计 ===
第一笔交易开始时间: 3044262265313 微秒
第100笔交易完成时间: 3044281558549 微秒
离第100笔交易最近的跨链交易完成时间: 3044281959408 微秒
前100笔交易总执行时间(包含跨链延迟): 19694095 微秒
前100笔交易总执行时间(不含跨链延迟): 19293236 微秒
跨链交易数量: 14
交易ID,开始时间,完成时间,延迟(微秒),类型
1,3044264267167,3044266698118,2430951,跨链
2,3044264277682,3044264827971,550289,普通
3,3044264279554,3044264833650,554096,普通
4,3044264279757,3044265143464,863707,普通
5,3044264499402,3044265143469,644066,普通
6,3044264829104,3044267937214,3108110,跨链
7,3044264834169,3044267941652,3107483,跨链
8,3044265149462,3044265748028,598566,普通
9,3044265153362,3044265769432,616069,普通
10,3044265737534,3044266242652,505118,普通
11,3044265744354,3044266243366,499012,普通
12,3044265760314,3044266409735,649420,普通
13,3044265921761,3044266409739,487978,普通
14,3044266242982,3044266990942,747959,普通
15,3044266252524,3044266992020,739495,普通
16,3044266410098,3044266996021,585922,普通
17,3044266572533,3044266996027,423493,普通
18,3044266991374,3044267844662,853287,普通
19,3044266992403,3044267844665,852262,普通
20,3044267199034,3044267867074,668040,普通
21,3044267199717,3044267867078,667360,普通
22,3044267845195,3044268352865,507669,普通
23,3044267850949,3044271010118,3159169,跨链
24,3044267874046,3044268812361,938314,普通
25,3044268136496,3044269051014,914518,普通
26,3044268353190,3044269486787,1133596,普通
27,3044268810463,3044269519803,709339,普通
28,3044268823418,3044269684796,861377,普通
29,3044269051538,3044269738278,686740,普通
30,3044269495093,3044272451749,2956655,跨链
31,3044269685197,3044270262942,577745,普通
32,3044269698320,3044270265001,566681,普通
33,3044269738775,3044270265006,526231,普通
34,3044270252083,3044271034443,782360,普通
35,3044270263505,3044271048042,784536,普通
36,3044270265835,3044271059846,794010,普通
37,3044270425441,3044271068059,642617,普通
38,3044271034822,3044271524616,489793,普通
39,3044271048713,3044272263500,1214786,普通
40,3044271060324,3044272263506,1203181,普通
41,3044271278122,3044272267629,989506,普通
42,3044271528129,3044272269192,741063,普通
43,3044272275167,3044272925714,650546,普通
44,3044272307793,3044272932129,624336,普通
45,3044272312511,3044272932728,620217,普通
46,3044272482972,3044275351365,2868393,跨链
47,3044272926243,3044273672367,746123,普通
48,3044273134053,3044275873297,2739243,跨链
49,3044273135016,3044274200602,1065586,普通
50,3044273152648,3044274225161,1072512,普通
51,3044273847619,3044274227339,379719,普通
52,3044273860210,3044274227700,367490,普通
53,3044274202276,3044274561458,359181,普通
54,3044274404397,3044277181457,2777059,跨链
55,3044274405265,3044275189228,783962,普通
56,3044274405359,3044275379894,974534,普通
57,3044274561840,3044275379899,818059,普通
58,3044274992321,3044275379903,387581,普通
59,3044275189644,3044275824340,634695,普通
60,3044275384493,3044275828122,443628,普通
61,3044275384600,3044276157758,773158,普通
62,3044275384520,3044276168807,784286,普通
63,3044275928748,3044276575111,646363,普通
64,3044275929300,3044276604139,674838,普通
65,3044276164333,3044276774384,610050,普通
66,3044276170556,3044277301587,1131030,普通
67,3044276591500,3044279501592,2910091,跨链
68,3044276604690,3044277322406,717715,普通
69,3044276774719,3044277546212,771493,普通
70,3044277302127,3044278001958,699830,普通
71,3044277303540,3044278004119,700579,普通
72,3044277322917,3044278004124,681206,普通
73,3044277550000,3044278438976,888976,普通
74,3044278002684,3044278578192,575508,普通
75,3044278006770,3044278953414,946643,普通
76,3044278219744,3044278954993,735249,普通
77,3044278439364,3044278955024,515659,普通
78,3044278578500,3044278955027,376527,普通
79,3044278953767,3044282144223,3190455,跨链
80,3044278960699,3044279944312,983613,普通
81,3044279099009,3044282144326,3045317,跨链
82,3044279112337,3044279944389,832052,普通
83,3044279946683,3044280863229,916545,普通
84,3044279946624,3044281176191,1229567,普通
85,3044279951249,3044281176489,1225239,普通
86,3044279957167,3044283387027,3429860,跨链
87,3044280864826,3044281452945,588118,普通
88,3044281281115,3044281458574,177459,普通
89,3044281287012,3044281891481,604468,普通
90,3044281287343,3044281891485,604142,普通
91,3044281458964,3044281892927,433963,普通
92,3044281464430,3044284092935,2628505,跨链
93,3044282023522,3044282491915,468392,普通
94,3044282028515,3044282492020,463504,普通
95,3044282029812,3044282492032,462219,普通
96,3044282031739,3044282505526,473787,普通
97,3044282492670,3044283119250,626580,普通
98,3044282496468,3044283121435,624967,普通
99,3044282654528,3044283121440,466912,普通
100,3044282661233,3044285745664,3084431,跨链

=== 执行统计 ===
第一笔交易开始时间: 3044264267167 微秒
第100笔交易完成时间: 3044285745664 微秒
前100笔交易总执行时间(包含跨链延迟): 21478497 微秒
前100笔交易总执行时间(不含跨链延迟): 21478497 微秒
跨链交易数量: 14
交易ID,开始时间,完成时间,延迟(微秒),类型
1,3044265404639,3044265917080,512441,普通
2,3044265407208,3044265921062,513853,普通
3,3044265404948,3044265925480,520532,普通
4,3044265407529,3044265927950,520420,普通
5,3044265920303,3044266249759,329455,普通
6,3044265922024,3044266410031,488006,普通
7,3044265928626,3044266994730,1066104,普通
8,3044266125733,3044267000063,874330,普通
9,3044266250086,3044267000311,750225,普通
10,3044266410397,3044267000313,589916,普通
11,3044267000259,3044267636081,635822,普通
12,3044267000878,3044269836086,2835207,跨链
13,3044267007546,3044267636318,628772,普通
14,3044267009192,3044267864024,854832,普通
15,3044267642125,3044268380640,738514,普通
16,3044267659042,3044268625991,966948,普通
17,3044267647719,3044268626279,978560,普通
18,3044267864378,3044268626427,762048,普通
19,3044268381841,3044269279389,897548,普通
20,3044268626762,3044269300792,674030,普通
21,3044268632669,3044269316323,683653,普通
22,3044268632878,3044269332057,699179,普通
23,3044269280132,3044270201031,920898,普通
24,3044269316721,3044270214645,897923,普通
25,3044269317705,3044270215870,898165,普通
26,3044269482302,3044270226588,744285,普通
27,3044270201517,3044270776470,574953,普通
28,3044270226969,3044270777715,550745,普通
29,3044270236300,3044270784995,548695,普通
30,3044270360518,3044270882016,521498,普通
31,3044270776969,3044271565159,788189,普通
32,3044270785551,3044271565163,779612,普通
33,3044270785694,3044271567726,782032,普通
34,3044270882487,3044272266477,1383990,普通
35,3044271565868,3044272306282,740414,普通
36,3044271565909,3044272470419,904510,普通
37,3044271568105,3044272470571,902466,普通
38,3044272267144,3044272913548,646403,普通
39,3044272306615,3044273116477,809861,普通
40,3044272496617,3044273403357,906739,普通
41,3044272479764,3044275609763,3129998,跨链
42,3044272914114,3044275852994,2938880,跨链
43,3044273117747,3044274022424,904677,普通
44,3044273403760,3044274205680,801919,普通
45,3044273419458,3044274220223,800765,普通
46,3044273653392,3044276420230,2766838,跨链
47,3044274022859,3044274515753,492894,普通
48,3044274220641,3044274521544,300903,普通
49,3044274221335,3044275104462,883127,普通
50,3044274366496,3044275104466,737970,普通
51,3044274516581,3044277316013,2799432,跨链
52,3044274521919,3044275116019,594100,普通
53,3044275104866,3044275660182,555316,普通
54,3044275291161,3044275660187,369025,普通
55,3044275293124,3044275676697,383573,普通
56,3044275294374,3044276211879,917504,普通
57,3044275669973,3044276640688,970714,普通
58,3044275670041,3044276640730,970688,普通
59,3044275677066,3044276664031,986964,普通
60,3044276212191,3044276664092,451901,普通
61,3044276656281,3044277069015,412733,普通
62,3044276656368,3044277410088,753719,普通
63,3044276853550,3044279610092,2756542,跨链
64,3044277050958,3044277412039,361080,普通
65,3044277072426,3044277558757,486330,普通
66,3044277411855,3044278162618,750762,普通
67,3044277411909,3044278162622,750712,普通
68,3044277535063,3044278164851,629787,普通
69,3044277737270,3044278356369,619098,普通
70,3044278165822,3044278870909,705086,普通
71,3044278180484,3044278887661,707177,普通
72,3044278356736,3044278889478,532742,普通
73,3044278369457,3044278892044,522587,普通
74,3044278871488,3044279532059,660571,普通
75,3044278888216,3044279714808,826591,普通
76,3044279088874,3044279974242,885367,普通
77,3044279089512,3044279974338,884825,普通
78,3044279532416,3044279974373,441957,普通
79,3044279715532,3044279974399,258867,普通
80,3044280103479,3044280979767,876287,普通
81,3044280103687,3044283184020,3080332,跨链
82,3044280103938,3044281321936,1217998,普通
83,3044280104866,3044281491533,1386667,普通
84,3044280980114,3044281677983,697869,普通
85,3044281185064,3044281758979,573915,普通
86,3044281322326,3044281758983,436657,普通
87,3044281492616,3044282023809,531193,普通
88,3044281679720,3044282036680,356960,普通
89,3044281760334,3044282301418,541083,普通
90,3044281760711,3044282304124,543412,普通
91,3044282024332,3044282523351,499019,普通
92,3044282037012,3044282524018,487005,普通
93,3044282301760,3044282688346,386586,普通
94,3044282422685,3044282688350,265665,普通
95,3044282688528,3044283096685,408157,普通
