zipf_= 0.8 ctx = 0.0----------------------------------------------------------
交易ID,开始时间,完成时间,延迟(微秒),类型,区块ID,总延迟(微秒),是否中止
26,3034141863693,3034141870474,6780,普通,1,618102,0
29,3034141870739,3034141925384,54644,普通,1,673013,0
28,3034141876305,3034141931985,55680,普通,1,679614,0
31,3034141936598,3034141940273,3674,普通,1,687901,0
1,3034141252371,3034143266309,2013938,跨链,1,2013938,0
33,3034143266656,3034143269890,3233,普通,1,2017518,0
34,3034143270133,3034143273297,3164,普通,1,2020926,0
35,3034143273524,3034143276690,3165,普通,1,2024319,0
36,3034143276918,3034143279909,2991,普通,1,2027538,0
37,3034143280139,3034143282877,2738,普通,1,2030505,0
38,3034143283094,3034143368940,85845,普通,1,2116569,0
39,3034143372136,3034143374780,2643,普通,1,2122408,0
40,3034143375112,3034143382292,7180,普通,1,2129921,0
41,3034143386071,3034143455336,69264,普通,1,2202964,0
42,3034143455597,3034143457980,2383,普通,1,2205609,0
43,3034143458233,3034143461841,3607,普通,1,2209469,0
44,3034143466161,3034143552567,86405,普通,1,2300195,0
45,3034143556124,3034143559404,3280,普通,1,2307033,0
46,3034143559665,3034143562841,3176,普通,1,2310470,0
47,3034143563088,3034143566678,3590,普通,1,2314307,0
18,3034141573499,3034143640503,2067003,跨链,1,2388131,0
48,3034143566918,3034143650032,83113,普通,1,2397660,0
49,3034143651894,3034143663383,11489,普通,1,2411012,0
50,3034143650328,3034143737148,86820,普通,1,2484777,0
51,3034143664317,3034143737410,73092,普通,1,2485038,0
52,3034143737512,3034143739639,2127,普通,1,2487268,0
54,3034143740713,3034143743363,2649,普通,1,2490992,0
53,3034143856999,3034143860880,3880,普通,1,2608509,0
56,3034143863150,3034143867041,3890,普通,1,2614669,0
57,3034143874372,3034143879053,4680,普通,1,2626681,0
32,3034141940534,3034144021226,2080692,跨链,1,2768855,0
30,3034141925877,3034143932612,2006735,跨链,1,2680240,0
60,3034144026265,3034144036414,10148,普通,1,2784042,0
61,3034144036688,3034144044248,7560,普通,1,2791877,0
58,3034144026958,3034144132250,105291,普通,1,2879878,0
63,3034144132483,3034144138275,5791,普通,1,2885903,0
62,3034144129645,3034144139567,9922,普通,1,2887196,0
64,3034144139026,3034144143917,4891,普通,1,2891546,0
66,3034144144165,3034144228723,84557,普通,1,2976351,0
65,3034144139855,3034144229129,89273,普通,1,2976757,0
67,3034144228946,3034144238671,9724,普通,1,2986300,0
69,3034144238923,3034144243424,4500,普通,1,2991052,0
68,3034144229383,3034144342881,113498,普通,1,3090510,0
70,3034144243666,3034144345360,101694,普通,1,3092989,0
72,3034144345597,3034144352031,6434,普通,1,3099660,0
71,3034144343151,3034144354675,11524,普通,1,3102303,0
73,3034144352282,3034144355890,3607,普通,1,3103519,0
75,3034144356052,3034144459748,103696,普通,1,3207377,0
76,3034144459988,3034144463770,3781,普通,1,3211398,0
74,3034144355049,3034144464203,109153,普通,1,3211831,0
77,3034144464021,3034144469104,5083,普通,1,3216733,0
78,3034144464434,3034144591008,126574,普通,1,3338637,0
79,3034144587959,3034144592853,4893,普通,1,3340481,0
81,3034144593068,3034144597309,4241,普通,1,3344938,0
82,3034144597535,3034144708359,110823,普通,1,3455988,0
80,3034144591328,3034144710894,119566,普通,1,3458523,0
83,3034144708614,3034144711803,3188,普通,1,3459431,0
85,3034144712034,3034144717293,5258,普通,1,3464922,0
84,3034144711148,3034144722606,11458,普通,1,3470235,0
86,3034144723226,3034144807544,84317,普通,1,3555173,0
87,3034144722841,3034144808664,85823,普通,1,3556293,0
88,3034144807806,3034144813523,5717,普通,1,3561152,0
90,3034144813767,3034144818748,4980,普通,1,3566376,0
89,3034144808962,3034144883018,74055,普通,1,3630646,0
91,3034144819042,3034144883597,64555,普通,1,3631226,0
93,3034144899196,3034144971289,72092,普通,1,3718917,0
94,3034144971541,3034144978773,7232,普通,1,3726402,0
95,3034144978999,3034145063435,84435,普通,1,3811063,0
92,3034145079043,3034145160244,81200,普通,1,3907872,0
97,3034145160498,3034145163460,2962,普通,1,3911089,0
98,3034145163683,3034145167258,3575,普通,1,3914887,0
55,3034143747699,3034145751200,2003501,跨链,1,4498829,0
100,3034145754467,3034145757382,2915,普通,1,4505011,0
101,3034145757614,3034145761021,3407,普通,1,4508650,0
102,3034145761238,3034145763891,2652,普通,1,4511519,0
103,3034145764123,3034145767374,3251,普通,1,4515003,0
183,3034151327308,3034151327308,0,普通,1,10074936,1

=== 执行统计 ===
第一笔交易开始时间: 3034141252371 微秒
最后一笔交易完成时间: 3034145767374 微秒
前100笔交易总执行时间(包含跨链延迟): 4515003 微秒
前100笔交易总执行时间(不含跨链延迟): 4515003 微秒
交易ID,开始时间,完成时间,延迟(微秒),类型,区块ID,总延迟(微秒),是否中止
4,3034142340618,3034142355289,14670,普通,1,14670,0
3,3034142340508,3034142358309,17800,普通,1,17690,0
2,3034142340215,3034142359160,18944,普通,1,18541,0
1,3034142340107,3034142363920,23813,普通,1,23301,0
5,3034142355657,3034142416670,61013,普通,1,76051,0
7,3034142359468,3034142423814,64345,普通,1,83195,0
6,3034142358575,3034142425936,67360,普通,1,85317,0
8,3034142409488,3034142427226,17737,普通,1,86607,0
9,3034142416914,3034142522592,105677,普通,1,181973,0
12,3034142427463,3034142531131,103668,普通,1,190512,0
11,3034142426694,3034142532998,106303,普通,1,192379,0
10,3034142424220,3034142536815,112594,普通,1,196196,0
14,3034142531457,3034142540478,9020,普通,1,199859,0
13,3034142522871,3034142632324,109452,普通,1,291705,0
16,3034142537074,3034142634149,97074,普通,1,293530,0
17,3034142540797,3034142639612,98815,普通,1,298993,0
15,3034142533246,3034142641275,108028,普通,1,300656,0
18,3034142632669,3034142734266,101596,普通,1,393647,0
20,3034142639866,3034142739567,99701,普通,1,398948,0
21,3034142641560,3034142742395,100834,普通,1,401776,0
22,3034142734555,3034142747803,13247,普通,1,407184,0
23,3034142739908,3034142852043,112134,普通,1,511424,0
25,3034142748115,3034142860595,112479,普通,1,519976,0
24,3034142853076,3034142862564,9487,普通,1,521945,0
26,3034142852356,3034142867468,15111,普通,1,526849,0
28,3034142862831,3034142945803,82971,普通,1,605184,0
27,3034142860977,3034142947085,86107,普通,1,606466,0
29,3034142867763,3034142949205,81442,普通,1,608586,0
31,3034142947395,3034142958211,10815,普通,1,617592,0
32,3034142949451,3034142961906,12454,普通,1,621287,0
34,3034142962160,3034143051132,88972,普通,1,710513,0
33,3034142958605,3034143051374,92769,普通,1,710755,0
35,3034143051385,3034143058908,7523,普通,1,718289,0
30,3034143136385,3034143237856,101471,普通,1,897237,0
37,3034143142185,3034143240076,97891,普通,1,899458,0
38,3034143238135,3034143247041,8906,普通,1,906422,0
40,3034143254314,3034143368223,113908,普通,1,1027604,0
41,3034143368483,3034143371973,3489,普通,1,1031354,0
39,3034143254010,3034143375042,121031,普通,1,1034423,0
42,3034143377250,3034143446946,69695,普通,1,1106327,0
43,3034143444031,3034143452204,8172,普通,1,1111585,0
44,3034143447315,3034143454421,7105,普通,1,1113802,0
46,3034143454672,3034143457591,2919,普通,1,1116972,0
45,3034143452494,3034143544032,91538,普通,1,1203413,0
47,3034143550371,3034143561723,11352,普通,1,1221104,0
49,3034143561985,3034143635507,73522,普通,1,1294888,0
50,3034143635775,3034143642827,7051,普通,1,1302208,0
48,3034143632544,3034143653726,21182,普通,1,1313107,0
51,3034143643149,3034143654011,10861,普通,1,1313392,0
53,3034143739682,3034143743343,3661,普通,1,1402724,0
54,3034143743611,3034143747797,4186,普通,1,1407178,0
55,3034143748288,3034143751355,3066,普通,1,1410736,0
19,3034142634472,3034144740152,2105679,跨链,1,2399533,0
57,3034144744284,3034144747775,3491,普通,1,2407156,0
58,3034144748039,3034144751009,2969,普通,1,2410390,0
59,3034144753913,3034144756517,2604,普通,1,2415898,0
60,3034144756780,3034144822490,65710,普通,1,2481871,0
61,3034144822725,3034144826384,3658,普通,1,2485765,0
62,3034144826634,3034144830204,3570,普通,1,2489585,0
63,3034144834623,3034144838533,3910,普通,1,2497914,0
64,3034144838802,3034144919944,81141,普通,1,2579325,0
65,3034144920232,3034144922470,2237,普通,1,2581851,0
36,3034143134974,3034145244427,2109453,跨链,1,2903808,0
67,3034145244774,3034145247737,2963,普通,1,2907118,0
68,3034145248039,3034145251220,3181,普通,1,2910601,0
69,3034145254912,3034145257780,2868,普通,1,2917161,0
70,3034145261442,3034145342985,81542,普通,1,3002366,0
71,3034145343296,3034145346848,3551,普通,1,3006229,0
72,3034145347080,3034145350588,3507,普通,1,3009969,0
73,3034145350829,3034145354184,3354,普通,1,3013565,0
74,3034145354440,3034145491381,136940,普通,1,3150762,0
75,3034145491779,3034145494740,2961,普通,1,3154121,0
76,3034145494982,3034145498121,3138,普通,1,3157502,0
77,3034145501099,3034145504185,3085,普通,1,3163566,0
78,3034145574441,3034145577956,3514,普通,1,3237337,0
79,3034145578203,3034145580963,2759,普通,1,3240344,0
80,3034145581197,3034145584399,3202,普通,1,3243780,0
81,3034145584623,3034145587643,3019,普通,1,3247024,0
82,3034145587863,3034145663853,75989,普通,1,3323234,0
83,3034145664118,3034145667060,2942,普通,1,3326441,0
84,3034145669923,3034145673203,3279,普通,1,3332584,0
52,3034143654008,3034145740721,2086712,跨链,1,3400102,0
85,3034145743285,3034145751845,8560,普通,1,3411226,0
87,3034145755835,3034145760540,4704,普通,1,3419921,0
86,3034145742561,3034145846903,104341,普通,1,3506284,0
88,3034145849216,3034145855750,6533,普通,1,3515131,0
56,3034143752633,3034145863132,2110498,跨链,1,3522513,0
89,3034145847193,3034145931212,84018,普通,1,3590593,0
90,3034145859874,3034145933818,73944,普通,1,3593199,0
91,3034145930995,3034145941552,10557,普通,1,3600933,0
94,3034145941790,3034145944363,2572,普通,1,3603744,0
92,3034145937630,3034146056403,118772,普通,1,3715784,0
93,3034146056762,3034146160384,103622,普通,1,3819765,0
96,3034146063274,3034146161873,98599,普通,1,3821254,0
98,3034146162101,3034146165352,3251,普通,1,3824733,0
97,3034146160637,3034146167954,7316,普通,1,3827335,0
95,3034146055865,3034146245896,190031,普通,1,3905277,0
101,3034146246221,3034146253212,6990,普通,1,3912593,0
102,3034146253493,3034146322277,68783,普通,1,3981658,0
99,3034146254543,3034146325907,71364,普通,1,3985288,0
204,3034152394920,3034152394920,0,普通,2,10054301,1

=== 执行统计 ===
第一笔交易开始时间: 3034142340618 微秒
最后一笔交易完成时间: 3034146325907 微秒
前100笔交易总执行时间(包含跨链延迟): 3985288 微秒
前100笔交易总执行时间(不含跨链延迟): 3985288 微秒
交易ID,开始时间,完成时间,延迟(微秒),类型,区块ID,总延迟(微秒),是否中止
1,3034143495483,3034143509387,13904,普通,1,13904,0
2,3034143495482,3034143512457,16975,普通,1,16974,0
4,3034143495878,3034143517188,21310,普通,1,21705,0
3,3034143495625,3034143590196,94570,普通,1,94713,0
5,3034143509692,3034143591038,81346,普通,1,95555,0
7,3034143517514,3034143600243,82729,普通,1,104760,0
8,3034143590563,3034143603391,12827,普通,1,107908,0
6,3034143512745,3034143604317,91572,普通,1,108834,0
9,3034143591285,3034143677597,86311,普通,1,182114,0
10,3034143600543,3034143680328,79784,普通,1,184845,0
13,3034143677843,3034143686279,8436,普通,1,190796,0
11,3034143603637,3034143688124,84486,普通,1,192641,0
12,3034143604561,3034143755944,151383,普通,1,260461,0
14,3034143680677,3034143757544,76866,普通,1,262061,0
15,3034143686629,3034143761150,74520,普通,1,265667,0
16,3034143688429,3034143762964,74534,普通,1,267480,0
17,3034143756318,3034143764989,8671,普通,1,269506,0
18,3034143757852,3034143869042,111189,普通,1,373559,0
22,3034143869339,3034143872819,3479,普通,1,377336,0
19,3034143863573,3034143875466,11893,普通,1,379983,0
21,3034143765240,3034143878607,113366,普通,1,383124,0
23,3034143873113,3034144039704,166590,普通,1,544221,0
24,3034144033673,3034144129623,95949,普通,1,634140,0
27,3034144129928,3034144135922,5993,普通,1,640439,0
25,3034144130029,3034144140870,10840,普通,1,645387,0
28,3034144136162,3034144226630,90468,普通,1,731147,0
29,3034144141110,3034144227096,85986,普通,1,731613,0
31,3034144227345,3034144237926,10581,普通,1,742443,0
30,3034144226917,3034144239895,12978,普通,1,744412,0
26,3034144137454,3034144244027,106572,普通,1,748544,0
32,3034144238253,3034144245335,7082,普通,1,749852,0
33,3034144240147,3034144347490,107342,普通,1,852007,0
34,3034144244271,3034144352340,108068,普通,1,856857,0
35,3034144245550,3034144354910,109359,普通,1,859427,0
36,3034144347759,3034144355988,8228,普通,1,860504,0
39,3034144356244,3034144467535,111291,普通,1,972052,0
40,3034144467765,3034144472762,4997,普通,1,977279,0
41,3034144473005,3034144586637,113632,普通,1,1091154,0
42,3034144586980,3034144594150,7169,普通,1,1098667,0
37,3034144475406,3034144595993,120587,普通,1,1100510,0
43,3034144594427,3034144598407,3979,普通,1,1102924,0
44,3034144596399,3034144711803,115403,普通,1,1216320,0
45,3034144708085,3034144713812,5726,普通,1,1218329,0
47,3034144716465,3034144721623,5158,普通,1,1226140,0
46,3034144722155,3034144824510,102354,普通,1,1329027,0
48,3034144822230,3034144828222,5992,普通,1,1332739,0
50,3034144828491,3034144836598,8107,普通,1,1341115,0
51,3034144836900,3034144920638,83738,普通,1,1425155,0
52,3034144923840,3034144929690,5850,普通,1,1434207,0
53,3034144929981,3034144933049,3067,普通,1,1437566,0
54,3034144933308,3034145028800,95491,普通,1,1533317,0
55,3034145029084,3034145032340,3256,普通,1,1536857,0
56,3034145039328,3034145042424,3096,普通,1,1546941,0
57,3034145042653,3034145160232,117578,普通,1,1664749,0
58,3034145160579,3034145163039,2459,普通,1,1667556,0
59,3034145163287,3034145166683,3396,普通,1,1671200,0
60,3034145166931,3034145170487,3556,普通,1,1675004,0
61,3034145170732,3034145261335,90603,普通,1,1765852,0
62,3034145261628,3034145264183,2555,普通,1,1768700,0
63,3034145264450,3034145269124,4674,普通,1,1773641,0
64,3034145269378,3034145273030,3651,普通,1,1777547,0
65,3034145273260,3034145275971,2710,普通,1,1780488,0
66,3034145355592,3034145358411,2818,普通,1,1862928,0
67,3034145362095,3034145365581,3486,普通,1,1870098,0
68,3034145365867,3034145510310,144442,普通,1,2014827,0
20,3034144035443,3034146042674,2007231,跨链,1,2547191,0
70,3034146043079,3034146046966,3886,普通,1,2551483,0
71,3034146047255,3034146056388,9132,普通,1,2560905,0
38,3034144355232,3034146465403,2110171,跨链,1,2969920,0
73,3034146465736,3034146469200,3463,普通,1,2973717,0
49,3034144824792,3034146835762,2010969,跨链,1,3340279,0
75,3034146836082,3034146839508,3426,普通,1,3344025,0
76,3034146842907,3034146845954,3047,普通,1,3350471,0
77,3034146849696,3034146853018,3322,普通,1,3357535,0
78,3034146853244,3034146963016,109771,普通,1,3467533,0
79,3034146963345,3034146967588,4242,普通,1,3472104,0
80,3034146975346,3034146978497,3150,普通,1,3483014,0
81,3034147121457,3034147126295,4837,普通,1,3630812,0
82,3034147126525,3034147130601,4076,普通,1,3635118,0
83,3034147130842,3034147133967,3124,普通,1,3638483,0
84,3034147138087,3034147262636,124548,普通,1,3767153,0
69,3034145510591,3034147514568,2003977,跨链,1,4019085,0
86,3034147519142,3034147525961,6819,普通,1,4030478,0
72,3034146058071,3034148062488,2004416,跨链,1,4567005,0
88,3034148062882,3034148066156,3274,普通,1,4570673,0
89,3034148068370,3034148074420,6049,普通,1,4578937,0
90,3034148074693,3034148077620,2927,普通,1,4582137,0
91,3034148225472,3034148228233,2761,普通,1,4732750,0
92,3034148228487,3034148234760,6273,普通,1,4739277,0
93,3034148235288,3034148237941,2653,普通,1,4742458,0
94,3034148242241,3034148361236,118995,普通,1,4865753,0
74,3034146469441,3034148472752,2003311,跨链,1,4977269,0
96,3034148494817,3034148504311,9494,普通,1,5008828,0
95,3034148379288,3034148504600,125311,普通,1,5009117,0
97,3034148504651,3034148511244,6593,普通,1,5015761,0
99,3034148511500,3034148619684,108184,普通,1,5124201,0
98,3034148505141,3034148620952,115810,普通,1,5125469,0
101,3034148627229,3034148745462,118233,普通,1,5249979,0
85,3034147272996,3034149276641,2003644,跨链,1,5781158,0
103,3034149280605,3034149284123,3517,普通,1,5788640,0
181,3034153608516,3034153608516,0,普通,1,10113033,1

=== 执行统计 ===
第一笔交易开始时间: 3034143495483 微秒
最后一笔交易完成时间: 3034149284123 微秒
前100笔交易总执行时间(包含跨链延迟): 5788640 微秒
前100笔交易总执行时间(不含跨链延迟): 5788640 微秒
交易ID,开始时间,完成时间,延迟(微秒),类型,区块ID,总延迟(微秒),是否中止
3,3034144551301,3034144559897,8595,普通,1,8595,0
5,3034144560163,3034144570786,10622,普通,1,19484,0
1,3034144551311,3034144649540,98229,普通,1,98238,0
4,3034144551456,3034144652766,101310,普通,1,101465,0
6,3034144571026,3034144652907,81880,普通,1,101605,0
9,3034144653131,3034144664109,10978,普通,1,112808,0
7,3034144649951,3034144664844,14893,普通,1,113543,0
8,3034144653087,3034144757412,104324,普通,1,206111,0
11,3034144665220,3034144767276,102055,普通,1,215974,0
13,3034144767557,3034144772176,4618,普通,1,220875,0
2,3034144551301,3034146573808,2022507,跨链,1,2022507,0
15,3034146574116,3034146577486,3370,普通,1,2026184,0
16,3034146577727,3034146580487,2760,普通,1,2029186,0
17,3034146580709,3034146584254,3544,普通,1,2032952,0
18,3034146584486,3034146587835,3348,普通,1,2036533,0
19,3034146588064,3034146590847,2783,普通,1,2039546,0
20,3034146591101,3034146679732,88631,普通,1,2128431,0
21,3034146680309,3034146683228,2918,普通,1,2131926,0
22,3034146684310,3034146688630,4319,普通,1,2137328,0
23,3034146688852,3034146697252,8399,普通,1,2145950,0
24,3034146697518,3034146700816,3297,普通,1,2149514,0
12,3034144757699,3034146767191,2009492,跨链,1,2215890,0
10,3034144664387,3034146762893,2098505,跨链,1,2211591,0
14,3034144772451,3034146776917,2004466,跨链,1,2225616,0
25,3034146701045,3034146869498,168452,普通,1,2318196,0
26,3034146788863,3034146870910,82047,普通,1,2319609,0
30,3034146871139,3034146878581,7441,普通,1,2327279,0
27,3034146779735,3034146884800,105064,普通,1,2333498,0
32,3034146885019,3034146980466,95447,普通,1,2429165,0
28,3034146787091,3034146983488,196397,普通,1,2432187,0
33,3034146980879,3034146985755,4875,普通,1,2434453,0
35,3034146986002,3034146991073,5071,普通,1,2439772,0
31,3034146878877,3034147117789,238911,普通,1,2566487,0
36,3034146992618,3034147118985,126366,普通,1,2567683,0
38,3034147119448,3034147123505,4057,普通,1,2572203,0
34,3034146983729,3034147125616,141887,普通,1,2574314,0
40,3034147132638,3034147255152,122513,普通,1,2703850,0
39,3034147124281,3034147257756,133474,普通,1,2706455,0
42,3034147257994,3034147263424,5430,普通,1,2712122,0
29,3034147119666,3034147386688,267022,普通,1,2835386,0
43,3034147263892,3034147390986,127093,普通,1,2839684,0
37,3034147384782,3034147393187,8405,普通,1,2841886,0
45,3034147391255,3034147516356,125101,普通,1,2965055,0
46,3034147398215,3034147517078,118863,普通,1,2965776,0
47,3034147517104,3034147521896,4791,普通,1,2970594,0
49,3034147523275,3034147536542,13267,普通,1,2985240,0
44,3034147520301,3034147676576,156275,普通,1,3125274,0
51,3034147676831,3034147680301,3469,普通,1,3129000,0
50,3034147536787,3034147689899,153111,普通,1,3138597,0
48,3034147676821,3034147823772,146951,普通,1,3272471,0
53,3034147826802,3034147835801,8998,普通,1,3284499,0
54,3034147831450,3034147964522,133071,普通,1,3413220,0
52,3034147972548,3034147975414,2866,普通,1,3424113,0
55,3034147970079,3034148068215,98136,普通,1,3516914,0
57,3034147975631,3034148068459,92827,普通,1,3517157,0
56,3034147964834,3034148071517,106682,普通,1,3520215,0
58,3034148068715,3034148071999,3283,普通,1,3520697,0
60,3034148076979,3034148226287,149307,普通,1,3674986,0
61,3034148072251,3034148228678,156426,普通,1,3677376,0
62,3034148228906,3034148232697,3791,普通,1,3681396,0
59,3034148071091,3034148239391,168299,普通,1,3688089,0
63,3034148229350,3034148241148,11797,普通,1,3689846,0
64,3034148233023,3034148361207,128184,普通,1,3809906,0
66,3034148241387,3034148364438,123050,普通,1,3813136,0
65,3034148239637,3034148372068,132430,普通,1,3820766,0
68,3034148364704,3034148373906,9202,普通,1,3822605,0
67,3034148361515,3034148373941,12425,普通,1,3822639,0
69,3034148372300,3034148494954,122654,普通,1,3943653,0
71,3034148374203,3034148510217,136014,普通,1,3958915,0
70,3034148374201,3034148510406,136204,普通,1,3959104,0
72,3034148495224,3034148510493,15268,普通,1,3959191,0
73,3034148510504,3034148623260,112755,普通,1,4071959,0
75,3034148510758,3034148624553,113794,普通,1,4073251,0
74,3034148621422,3034148626726,5304,普通,1,4075425,0
77,3034148624833,3034148758607,133773,普通,1,4207305,0
79,3034148759137,3034148855501,96363,普通,1,4304200,0
78,3034148761378,3034148856986,95608,普通,1,4305685,0
76,3034148751995,3034148859299,107303,普通,1,4307997,0
82,3034148859585,3034148962763,103178,普通,1,4411461,0
83,3034148963044,3034148981520,18475,普通,1,4430218,0
80,3034148973982,3034149050864,76882,普通,1,4499563,0
81,3034148963253,3034149051326,88073,普通,1,4500025,0
86,3034149051573,3034149057295,5722,普通,1,4505994,0
85,3034149051129,3034149063856,12727,普通,1,4512555,0
87,3034149057585,3034149148479,90894,普通,1,4597178,0
84,3034149063132,3034149156789,93657,普通,1,4605488,0
88,3034149064116,3034149165653,101536,普通,1,4614351,0
90,3034149158958,3034149168628,9670,普通,1,4617327,0
89,3034149148904,3034149169042,20137,普通,1,4617740,0
41,3034147255464,3034149264516,2009051,跨链,1,4713214,0
91,3034149166018,3034149292427,126409,普通,1,4741126,0
92,3034149168904,3034149305499,136595,普通,1,4754198,0
93,3034149315369,3034149318563,3193,普通,1,4767261,0
94,3034149288244,3034149418122,129878,普通,1,4866821,0
98,3034149418418,3034149450246,31827,普通,1,4898945,0
96,3034149305789,3034149453754,147965,普通,1,4902453,0
99,3034149450547,3034149583988,133440,普通,1,5032686,0
97,3034149573216,3034149587600,14383,普通,1,5036298,0
102,3034149587830,3034149590849,3019,普通,1,5039547,0
103,3034149591104,3034149715965,124860,普通,1,5164664,0

=== 执行统计 ===
第一笔交易开始时间: 3034144551301 微秒
最后一笔交易完成时间: 3034149715965 微秒
前100笔交易总执行时间(包含跨链延迟): 5164664 微秒
前100笔交易总执行时间(不含跨链延迟): 5164664 微秒
交易ID,开始时间,完成时间,延迟(微秒),类型,区块ID,总延迟(微秒),是否中止
3,3034145696844,3034145708814,11970,普通,1,11970,0
2,3034145696330,3034145710863,14532,普通,1,14018,0
4,3034145697035,3034145790103,93067,普通,1,93258,0
5,3034145709187,3034145792516,83328,普通,1,95671,0
6,3034145711198,3034145792938,81740,普通,1,96093,0
7,3034145790357,3034145800692,10334,普通,1,103847,0
9,3034145793246,3034145801916,8669,普通,1,105071,0
8,3034145792760,3034145806078,13317,普通,1,109233,0
12,3034145806306,3034145885398,79091,普通,1,188554,0
11,3034145802211,3034145889289,87078,普通,1,192445,0
10,3034145801034,3034145893873,92839,普通,1,197029,0
15,3034145894136,3034145962907,68770,普通,1,266062,0
13,3034145893921,3034145964855,70933,普通,1,268010,0
16,3034145963215,3034145970382,7167,普通,1,273537,0
18,3034145970622,3034146088283,117660,普通,1,391438,0
17,3034145965234,3034146088542,123308,普通,1,391697,0
19,3034146088580,3034146096725,8145,普通,1,399881,0
21,3034146096985,3034146100424,3438,普通,1,403580,0
22,3034146100655,3034146190594,89939,普通,1,493749,0
23,3034146190855,3034146194435,3580,普通,1,497590,0
24,3034146194684,3034146198039,3354,普通,1,501194,0
25,3034146198288,3034146201615,3326,普通,1,504770,0
26,3034146201849,3034146205451,3601,普通,1,508606,0
27,3034146205700,3034146283239,77539,普通,1,586394,0
28,3034146283503,3034146286467,2963,普通,1,589622,0
29,3034146286812,3034146289817,3004,普通,1,592972,0
30,3034146290058,3034146293743,3685,普通,1,596899,0
31,3034146297238,3034146387244,90005,普通,1,690399,0
32,3034146387483,3034146390680,3197,普通,1,693835,0
33,3034146390939,3034146395073,4134,普通,1,698229,0
34,3034146395340,3034146398541,3200,普通,1,701696,0
35,3034146398824,3034146519052,120228,普通,1,822208,0
1,3034145696661,3034147793050,2096389,跨链,1,2096206,0
37,3034147793485,3034147796868,3382,普通,1,2100023,0
38,3034147797110,3034147800251,3140,普通,1,2103407,0
39,3034147800502,3034147803569,3066,普通,1,2106724,0
40,3034147803815,3034147806408,2593,普通,1,2109563,0
41,3034147806669,3034147810546,3876,普通,1,2113702,0
42,3034147905759,3034147908925,3165,普通,1,2212080,0
43,3034147909257,3034147912747,3489,普通,1,2215902,0
44,3034147912994,3034147916254,3260,普通,1,2219409,0
14,3034145889652,3034147960662,2071010,跨链,1,2263818,0
45,3034148008322,3034148018274,9952,普通,1,2321429,0
47,3034148018651,3034148023675,5023,普通,1,2326831,0
20,3034146088834,3034148097999,2009164,跨链,1,2401154,0
48,3034148023943,3034148161731,137788,普通,1,2464887,0
50,3034148161994,3034148168670,6675,普通,1,2471826,0
49,3034148155135,3034148171627,16491,普通,1,2474782,0
51,3034148168906,3034148174875,5969,普通,1,2478030,0
53,3034148175194,3034148311556,136361,普通,1,2614711,0
54,3034148311802,3034148316549,4747,普通,1,2619705,0
55,3034148316783,3034148322660,5876,普通,1,2625815,0
56,3034148322901,3034148325809,2908,普通,1,2628965,0
57,3034148326085,3034148450819,124734,普通,1,2753975,0
52,3034148316982,3034148458738,141755,普通,1,2761893,0
58,3034148456958,3034148464019,7060,普通,1,2767175,0
36,3034146519346,3034148521867,2002520,跨链,1,2825022,0
61,3034148569018,3034148576080,7062,普通,1,2879236,0
59,3034148703501,3034148708075,4574,普通,1,3011231,0
46,3034148012582,3034150019847,2007264,跨链,1,4323002,0
64,3034150020139,3034150022762,2623,普通,1,4325918,0
65,3034150023006,3034150025785,2778,普通,1,4328940,0
66,3034150026012,3034150030160,4148,普通,1,4333316,0
67,3034150030418,3034150033116,2697,普通,1,4336272,0
68,3034150033347,3034150043711,10364,普通,1,4346867,0
69,3034150043942,3034150220244,176302,普通,1,4523399,0
70,3034150220504,3034150223083,2579,普通,1,4526238,0
71,3034150226236,3034150237806,11569,普通,1,4540961,0
72,3034150238839,3034150371290,132450,普通,1,4674445,0
73,3034150371548,3034150374431,2883,普通,1,4677587,0
74,3034150374682,3034150378225,3542,普通,1,4681380,0
60,3034148464357,3034150567703,2103345,跨链,1,4870859,0
76,3034150568086,3034150571303,3217,普通,1,4874459,0
77,3034150575327,3034150579012,3685,普通,1,4882168,0
62,3034148576628,3034150581046,2004417,跨链,1,4884201,0
79,3034150581338,3034150587181,5843,普通,1,4890337,0
80,3034150587421,3034150712204,124783,普通,1,5015359,0
78,3034150584299,3034150716046,131746,普通,1,5019201,0
63,3034148709916,3034150716876,2006960,跨链,1,5020032,0
81,3034150712457,3034150718205,5748,普通,1,5021361,0
84,3034150718416,3034150725819,7402,普通,1,5028974,0
82,3034150716304,3034150950676,234372,普通,1,5253831,0
85,3034150726045,3034150957413,231368,普通,1,5260569,0
87,3034150962043,3034151106350,144307,普通,1,5409505,0
88,3034151106591,3034151110006,3414,普通,1,5413161,0
75,3034150378878,3034152383616,2004737,跨链,1,6686771,0
83,3034150717661,3034152958535,2240873,跨链,1,7261690,0
86,3034150951933,3034153106044,2154111,跨链,1,7409200,0
89,3034151113841,3034153116960,2003118,跨链,1,7420115,0
92,3034153116528,3034153139380,22852,普通,1,7442536,0
93,3034153123345,3034153140776,17431,普通,1,7443931,0
95,3034153141061,3034153262870,121808,普通,1,7566025,0
96,3034153263109,3034153267160,4050,普通,1,7570315,0
94,3034153146570,3034153275142,128572,普通,1,7578298,0
97,3034153267476,3034153282963,15487,普通,1,7586119,0
99,3034153285463,3034153448874,163411,普通,1,7752029,0
100,3034153449103,3034153451784,2680,普通,1,7754939,0
