zipf = 1  ctx = 0.0------------------------------------------------------------------
交易ID,开始时间,完成时间,延迟(微秒),类型
33,2972153351483,2972153463047,111563,普通
34,2972153353290,2972155465784,2112494,跨链
35,2972153458627,2972154466065,1007438,普通
36,2972153463263,2972154466174,1002911,普通
37,2972153463342,2972154466377,1003035,普通
38,2972154465944,2972154479968,14023,普通
39,2972154466587,2972154488131,21544,普通
40,2972154466675,2972154488392,21717,普通
41,2972154466599,2972154543818,77218,普通
42,2972154480290,2972154544600,64310,普通
43,2972154488372,2972154556633,68260,普通
44,2972154488602,2972154556984,68382,普通
45,2972154544423,2972154672465,128041,普通
46,2972154545718,2972154673044,127326,普通
47,2972154556850,2972154687198,130347,普通
48,2972154557115,2972156694816,2137700,跨链
49,2972154673369,2972155695748,1022378,普通
50,2972154673961,2972157699784,3025822,跨链
51,2972154687500,2972156699932,2012432,普通
52,2972155695024,2972156701058,1006034,普通
53,2972155696234,2972158703099,3006865,跨链
54,2972156700034,2972157703426,1003392,普通
55,2972156700163,2972157703730,1003566,普通
56,2972156701435,2972157704066,1002631,普通
57,2972157703270,2972159719039,2015768,跨链
58,2972157703726,2972160721620,3017894,跨链
59,2972157703983,2972159722224,2018241,普通
60,2972157704389,2972159723245,2018856,普通
61,2972158719263,2972159723833,1004569,普通
62,2972159721793,2972159735077,13284,普通
63,2972159722480,2972159739251,16770,普通
64,2972159723900,2972159838520,114620,普通
65,2972159724176,2972159839315,115138,普通
66,2972159735363,2972159839858,104495,普通
67,2972159739762,2972159840348,100585,普通
68,2972159838773,2972159937668,98894,普通
69,2972159839602,2972159938671,99068,普通
70,2972159840095,2972159939303,99207,普通
71,2972159840678,2972159940054,99376,普通
72,2972159937903,2972160041456,103552,普通
73,2972159938888,2972160041578,102689,普通
74,2972159939502,2972160041889,102387,普通
75,2972159940370,2972160042444,102074,普通
76,2972160041768,2972160150447,108678,普通
77,2972160041831,2972160151087,109256,普通
78,2972160042041,2972160151676,109634,普通
79,2972160042818,2972160152667,109849,普通
80,2972160150697,2972160269808,119111,普通
81,2972160151550,2972162273464,2121913,跨链
82,2972160153026,2972161273622,1120595,普通
83,2972160153270,2972161274029,1120759,普通
84,2972160270641,2972161274444,1003802,普通
85,2972161273674,2972161288783,15109,普通
86,2972161273842,2972161288839,14996,普通
87,2972161274605,2972161289595,14990,普通
88,2972161274750,2972161290466,15715,普通
89,2972161289091,2972163361333,2072241,跨链
90,2972161289266,2972164363666,3074400,跨链
91,2972161289839,2972163364478,2074638,普通
92,2972161290813,2972163364989,2074175,普通
93,2972162361536,2972163365813,1004277,普通
94,2972163363859,2972163375654,11795,普通
95,2972163365013,2972163384781,19768,普通
96,2972163365274,2972163444795,79521,普通
97,2972163366564,2972163445037,78472,普通
98,2972163376683,2972163445989,69306,普通
99,2972163385345,2972163461563,76217,普通
100,2972163445167,2972163462792,17624,普通

=== 执行统计 ===
第一笔交易开始时间: 2972147016655 微秒
最后一笔交易完成时间: 2972164363666 微秒
前100笔交易总执行时间(包含跨链延迟): 17347011 微秒
前100笔交易总执行时间(不含跨链延迟): 16446136 微秒

zipf = 1  ctx = 0.2------------------------------------------------------------------
交易ID,开始时间,完成时间,延迟(微秒),类型
1,2972212661936,2972212679511,17575,普通
2,2972212662059,2972212680374,18314,普通
3,2972212662247,2972212680726,18479,普通
4,2972212662324,2972212681586,19261,普通
5,2972212679941,2972212750002,70061,普通
6,2972212680785,2972212755060,74275,普通
7,2972212681325,2972212755649,74323,普通
8,2972212682751,2972212756506,73754,普通
9,2972212750442,2972214767442,2016999,跨链
10,2972212755535,2972213768598,1013063,普通
11,2972212756395,2972213775348,1018952,普通
12,2972212757075,2972215784389,3027314,跨链
13,2972213767701,2972216790167,3022466,跨链
14,2972213768977,2972215790349,2021372,普通
15,2972213776270,2972215791612,2015341,普通
16,2972214784595,2972217797992,3013397,跨链
17,2972215790404,2972216798327,1007922,普通
18,2972215790591,2972216798964,1008372,普通
19,2972215791937,2972216799898,1007961,普通
20,2972216798222,2972216817346,19124,普通
21,2972216798584,2972216817757,19173,普通
22,2972216799227,2972216818724,19496,普通
23,2972216800926,2972216819553,18626,普通
24,2972216817641,2972216876880,59238,普通
25,2972216817938,2972216876958,59019,普通
26,2972216819960,2972216878058,58097,普通
27,2972216820108,2972216970253,150144,普通
28,2972216877211,2972216974607,97396,普通
29,2972216877266,2972218992731,2115464,跨链
30,2972216879134,2972217993562,1114428,普通
31,2972216970830,2972219997830,3026999,跨链
32,2972216975621,2972218998360,2022738,普通
33,2972217992973,2972218999160,1006186,普通
34,2972217993834,2972218999535,1005700,普通
35,2972218998082,2972219016586,18504,普通
36,2972218998724,2972219017496,18772,普通
37,2972218999892,2972219018638,18745,普通
38,2972218999775,2972219019098,19323,普通
39,2972219016829,2972219104508,87678,普通
40,2972219017983,2972219110370,92387,普通
41,2972219019169,2972219192093,172924,普通
42,2972219019469,2972219192563,173094,普通
43,2972219104751,2972219193072,88320,普通
44,2972219111585,2972219193277,81691,普通
45,2972219192512,2972219319510,126997,普通
46,2972219192819,2972219320542,127723,普通
47,2972219193402,2972219320739,127337,普通
48,2972219193684,2972219324557,130873,普通
49,2972219319904,2972219430735,110830,普通
50,2972219321008,2972219431184,110175,普通
51,2972219322061,2972219432141,110079,普通
52,2972219325933,2972221443233,2117300,跨链
53,2972219431184,2972220443961,1012776,普通
54,2972219431643,2972220444593,1012949,普通
55,2972219432338,2972220445700,1013362,普通
56,2972220443445,2972220453964,10518,普通
57,2972220444172,2972220547295,103122,普通
58,2972220445161,2972220548193,103031,普通
59,2972220446731,2972220555260,108529,普通
60,2972220454474,2972220555916,101441,普通
61,2972220547917,2972222562449,2014531,跨链
62,2972220548573,2972221563020,1014447,普通
63,2972220555767,2972221563412,1007645,普通
64,2972220556467,2972221563608,1007140,普通
65,2972221562641,2972221579441,16799,普通
66,2972221563564,2972221580112,16547,普通
67,2972221563804,2972221584843,21039,普通
68,2972221564195,2972223690743,2126548,跨链
69,2972221579558,2972222691656,1112097,普通
70,2972221581065,2972224692955,3111890,跨链
71,2972221681184,2972225697124,4015939,跨链
72,2972222691001,2972224698182,2007181,普通
73,2972222691993,2972224698987,2006993,普通
74,2972223693135,2972224700066,1006931,普通
75,2972224697359,2972224710305,12946,普通
76,2972224698503,2972224711272,12769,普通
77,2972224699529,2972226718034,2018505,跨链
78,2972224700454,2972225719134,1018680,普通
79,2972224710884,2972225719851,1008967,普通
80,2972224711547,2972225720705,1009157,普通
81,2972225718266,2972225731449,13183,普通
82,2972225719448,2972225731589,12141,普通
83,2972225720296,2972227843084,2122787,跨链
84,2972225721051,2972226843317,1122265,普通
85,2972225731929,2972226844463,1112533,普通
86,2972225732325,2972226844583,1112257,普通
87,2972226843257,2972226858732,15475,普通
88,2972226843574,2972226861616,18041,普通
89,2972226844882,2972228868609,2023726,跨链
90,2972226845432,2972227868945,1023512,普通
91,2972226860152,2972229871521,3011368,跨链
92,2972226862231,2972228872284,2010052,普通
93,2972227868811,2972228872472,1003660,普通
94,2972227869368,2972228872603,1003234,普通
95,2972228871770,2972228892532,20761,普通
96,2972228872825,2972228894657,21831,普通
97,2972228872862,2972230903248,2030385,跨链
98,2972228873165,2972229904169,1031004,普通
99,2972228892747,2972229904530,1011782,普通
100,2972228895718,2972229904924,1009205,普通

=== 执行统计 ===
第一笔交易开始时间: 2972212661936 微秒
最后一笔交易完成时间: 2972230903248 微秒
前100笔交易总执行时间(包含跨链延迟): 18241311 微秒
前100笔交易总执行时间(不含跨链延迟): 17242987 微秒
交易ID,开始时间,完成时间,延迟(微秒),类型
1,2972213776312,2972213794987,18675,普通
2,2972213776319,2972213795693,19373,普通
3,2972213779719,2972213795919,16200,普通
4,2972213777982,2972213909950,131967,普通
5,2972213795358,2972213919630,124272,普通
6,2972213796193,2972213924267,128074,普通
7,2972213796803,2972213926068,129264,普通
8,2972213910381,2972213926112,15730,普通
9,2972213919785,2972215931908,2012122,跨链
10,2972213924946,2972214932478,1007532,普通
11,2972213926650,2972214933197,1006546,普通
12,2972213927172,2972214933819,1006646,普通
13,2972214932116,2972214949021,16905,普通
14,2972214933440,2972214951264,17823,普通
15,2972214933542,2972215019951,86408,普通
16,2972214934203,2972217023631,2089427,跨链
17,2972214949490,2972216023779,1074289,普通
18,2972214951588,2972216024888,1073299,普通
19,2972215020649,2972216025712,1005062,普通
20,2972216023918,2972216035349,11431,普通
21,2972216024090,2972218052456,2028365,跨链
22,2972216025560,2972217053521,1027961,普通
23,2972216026272,2972217054693,1028420,普通
24,2972216035861,2972217054800,1018939,普通
25,2972217052664,2972217067915,15250,普通
26,2972217053879,2972217072299,18419,普通
27,2972217055389,2972217154618,99228,普通
28,2972217055408,2972217155393,99985,普通
29,2972217068194,2972217157264,89070,普通
30,2972217072842,2972219176367,2103525,跨链
31,2972217155019,2972218177019,1022000,普通
32,2972217156190,2972220182069,3025878,跨链
33,2972217157489,2972221186609,4029120,跨链
34,2972218176635,2972220187546,2010911,普通
35,2972218177576,2972220188831,2011254,普通
36,2972219182312,2972222193504,3011191,跨链
37,2972220186789,2972221193864,1007075,普通
38,2972220187993,2972221194851,1006858,普通
39,2972220189398,2972221195996,1006598,普通
40,2972221193749,2972221211467,17717,普通
41,2972221194081,2972221316187,122106,普通
42,2972221195180,2972223317839,2122659,跨链
43,2972221196560,2972222318313,1121753,普通
44,2972221211938,2972222319276,1107337,普通
45,2972221316690,2972222320170,1003479,普通
46,2972222318048,2972224329571,2011523,跨链
47,2972222319208,2972223330624,1011416,普通
48,2972222319693,2972223331180,1011487,普通
49,2972222320609,2972223331533,1010924,普通
50,2972223329818,2972223337000,7181,普通
51,2972223330960,2972223430911,99951,普通
52,2972223331686,2972223431258,99572,普通
53,2972223332306,2972223432144,99838,普通
54,2972223337727,2972225434975,2097248,跨链
55,2972223431224,2972224435185,1003960,普通
56,2972223431532,2972224435954,1004421,普通
57,2972223432544,2972224436862,1004318,普通
58,2972224435174,2972224449576,14401,普通
59,2972224435458,2972224523161,87703,普通
60,2972224436489,2972224523536,87046,普通
61,2972224438091,2972224524795,86703,普通
62,2972224450055,2972224525123,75068,普通
63,2972224523498,2972224641759,118260,普通
64,2972224523787,2972224642771,118983,普通
65,2972224526994,2972224643472,116477,普通
66,2972224527104,2972224644048,116943,普通
67,2972224642215,2972224656782,14566,普通
68,2972224643146,2972224738179,95033,普通
69,2972224643926,2972224738468,94541,普通
70,2972224644464,2972224742933,98469,普通
71,2972224657397,2972224753551,96153,普通
72,2972224738751,2972224830156,91405,普通
73,2972224738933,2972224831888,92955,普通
74,2972224743855,2972224831950,88094,普通
75,2972224754222,2972224837939,83716,普通
76,2972224830482,2972224907642,77160,普通
77,2972224832713,2972224908453,75740,普通
78,2972224832831,2972224919787,86956,普通
79,2972224838638,2972224919918,81280,普通
80,2972224908285,2972225002608,94322,普通
81,2972224909225,2972225007546,98321,普通
82,2972224920644,2972225018056,97412,普通
83,2972224921007,2972227021485,2100478,跨链
84,2972225002870,2972226021731,1018861,普通
85,2972225008545,2972226022049,1013503,普通
86,2972225018815,2972226022738,1003923,普通
87,2972226021750,2972228044537,2022786,跨链
88,2972226022009,2972227044738,1022729,普通
89,2972226022458,2972227045039,1022580,普通
90,2972226023508,2972227046132,1022623,普通
91,2972227044788,2972227061921,17132,普通
92,2972227044938,2972229067174,2022236,跨链
93,2972227045328,2972230071030,3025702,跨链
94,2972227046900,2972229071708,2024807,普通
95,2972227062087,2972229072788,2010701,普通
96,2972228067400,2972231075645,3008245,跨链
97,2972229071170,2972232081208,3010038,跨链
98,2972229071944,2972231081494,2009550,普通
99,2972229073008,2972231083261,2010252,普通
100,2972230075898,2972231084273,1008374,普通

=== 执行统计 ===
第一笔交易开始时间: 2972213776312 微秒
最后一笔交易完成时间: 2972232081208 微秒
前100笔交易总执行时间(包含跨链延迟): 18304896 微秒
前100笔交易总执行时间(不含跨链延迟): 17307960 微秒
交易ID,开始时间,完成时间,延迟(微秒),类型
1,2972215884107,2972217909566,2025459,跨链
2,2972215884244,2972218910839,3026594,跨链
3,2972215884180,2972217911457,2027277,普通
4,2972215884631,2972217911551,2026919,普通
5,2972216909804,2972217911779,1001975,普通
6,2972217911071,2972219931424,2020352,跨链
7,2972217911717,2972218932195,1020477,普通
8,2972217911880,2972218932483,1020603,普通
9,2972217912149,2972220936440,3024291,跨链
10,2972218931662,2972219936688,1005025,普通
11,2972218932676,2972219937209,1004533,普通
12,2972218933126,2972219937747,1004621,普通
13,2972219936745,2972219956326,19581,普通
14,2972219936898,2972219957255,20357,普通
15,2972219937692,2972219958467,20775,普通
16,2972219937967,2972221965825,2027857,跨链
17,2972219956483,2972220966076,1009593,普通
18,2972219957575,2972220966807,1009232,普通
19,2972219959185,2972220967218,1008032,普通
20,2972220965982,2972222986364,2020382,跨链
21,2972220966455,2972223990361,3023906,跨链
22,2972220967060,2972222990893,2023832,普通
23,2972220967930,2972222991605,2023674,普通
24,2972221986585,2972222992047,1005461,普通
25,2972222990604,2972223009965,19360,普通
26,2972222991147,2972225012539,2021392,跨链
27,2972222991838,2972226015962,3024124,跨链
28,2972222992524,2972225016136,2023611,普通
29,2972223010458,2972225016879,2006420,普通
30,2972224012760,2972225017522,1004762,普通
31,2972225016310,2972227034122,2017812,跨链
32,2972225016364,2972226034378,1018013,普通
33,2972225017505,2972226035202,1017696,普通
34,2972225017785,2972226036076,1018291,普通
35,2972226034333,2972226051050,16716,普通
36,2972226034585,2972226051544,16959,普通
37,2972226035580,2972226052458,16878,普通
38,2972226036641,2972228061906,2025264,跨链
39,2972226051269,2972227062225,1010956,普通
40,2972226051924,2972227063263,1011338,普通
41,2972226053132,2972227063323,1010190,普通
42,2972227062086,2972229077453,2015366,跨链
43,2972227062511,2972228077849,1015337,普通
44,2972227063561,2972228078880,1015318,普通
45,2972227063814,2972228079380,1015565,普通
46,2972228077641,2972228089448,11807,普通
47,2972228078152,2972228096055,17902,普通
48,2972228079319,2972228096770,17451,普通
49,2972228080101,2972228218607,138505,普通
50,2972228090509,2972228219068,128558,普通
51,2972228096752,2972228228754,132002,普通
52,2972228097281,2972230230939,2133657,跨链
53,2972228219442,2972229231910,1012467,普通
54,2972228219640,2972229232915,1013274,普通
55,2972228229439,2972229233909,1004470,普通
56,2972229231157,2972229244132,12974,普通
57,2972229232240,2972229325954,93713,普通
58,2972229233249,2972231333088,2099839,跨链
59,2972229234870,2972232336923,3102053,跨链
60,2972229247246,2972231337959,2090713,普通
61,2972229326466,2972231338804,2012338,普通
62,2972230333312,2972231338915,1005602,普通
63,2972231337203,2972231353737,16534,普通
64,2972231338998,2972231357346,18348,普通
65,2972231339392,2972231357634,18241,普通
66,2972231339650,2972231358689,19039,普通
67,2972231353991,2972233456777,2102786,跨链
68,2972231358374,2972232456910,1098536,普通
69,2972231358209,2972232457130,1098920,普通
70,2972231358941,2972232457720,1098778,普通
71,2972232457067,2972232474520,17452,普通
72,2972232457186,2972232475259,18073,普通
73,2972232457402,2972232475642,18240,普通
74,2972232458111,2972232475988,17877,普通
75,2972232474702,2972232612172,137469,普通
76,2972232475651,2972232618905,143253,普通
77,2972232476453,2972232620646,144193,普通
78,2972232477138,2972232621597,144458,普通
79,2972232612818,2972234717576,2104758,跨链
80,2972232619671,2972235721059,3101387,跨链
81,2972232621066,2972234721502,2100436,普通
82,2972232621980,2972234721722,2099742,普通
83,2972233717847,2972234722614,1004766,普通
84,2972234721208,2972234731954,10745,普通
85,2972234721889,2972234737612,15722,普通
86,2972234722246,2972234855698,133452,普通
87,2972234723098,2972234856179,133081,普通
88,2972234732360,2972234866054,133693,普通
89,2972234737994,2972234868357,130363,普通
90,2972234855928,2972236951286,2095357,跨链
91,2972234856469,2972237955991,3099521,跨链
92,2972234866616,2972236957129,2090513,普通
93,2972234869215,2972236957539,2088324,普通
94,2972235951576,2972236958519,1006943,普通
95,2972236956267,2972236971937,15669,普通
96,2972236957497,2972238980609,2023111,跨链
97,2972236957757,2972239984605,3026848,跨链
98,2972236959108,2972240988557,4029449,跨链
99,2972236972670,2972239989096,3016426,普通
100,2972237980833,2972239989787,2008954,普通

=== 执行统计 ===
第一笔交易开始时间: 2972215884107 微秒
最后一笔交易完成时间: 2972240988557 微秒
前100笔交易总执行时间(包含跨链延迟): 25104449 微秒
前100笔交易总执行时间(不含跨链延迟): 24105680 微秒
交易ID,开始时间,完成时间,延迟(微秒),类型
1,2972217588164,2972217609235,21070,普通
2,2972217588201,2972217609897,21696,普通
3,2972217588263,2972217610293,22029,普通
4,2972217588487,2972217611280,22792,普通
5,2972217609623,2972217716394,106770,普通
6,2972217610342,2972217724516,114173,普通
7,2972217611177,2972217724768,113590,普通
8,2972217611699,2972217725301,113601,普通
9,2972217716826,2972217725493,8666,普通
10,2972217724834,2972217858600,133766,普通
11,2972217725061,2972217861342,136281,普通
12,2972217725795,2972219872149,2146354,跨链
13,2972217726043,2972218873103,1147060,普通
14,2972217859405,2972218873285,1013880,普通
15,2972217861625,2972218873987,1012361,普通
16,2972218872449,2972218890759,18310,普通
17,2972218873475,2972218892590,19114,普通
18,2972218873552,2972218893363,19811,普通
19,2972218874638,2972220898541,2023903,跨链
20,2972218891295,2972219898899,1007604,普通
21,2972218893080,2972219899525,1006445,普通
22,2972218894159,2972219900316,1006157,普通
23,2972219898755,2972219915248,16493,普通
24,2972219899096,2972219915872,16775,普通
25,2972219899978,2972220059379,159401,普通
26,2972219901085,2972222060479,2159394,跨链
27,2972219915671,2972221060771,1145099,普通
28,2972219916484,2972221061445,1144961,普通
29,2972220059859,2972221062035,1002175,普通
30,2972221060719,2972221071175,10455,普通
31,2972221060967,2972221081515,20547,普通
32,2972221062166,2972221159676,97509,普通
33,2972221062772,2972221160840,98068,普通
34,2972221071894,2972221161697,89802,普通
35,2972221082166,2972223180935,2098768,跨链
36,2972221159883,2972222181137,1021253,普通
37,2972221161274,2972222181399,1020125,普通
38,2972221162479,2972222181622,1019143,普通
39,2972222181203,2972222198094,16891,普通
40,2972222181357,2972222198268,16911,普通
41,2972222181758,2972222202679,20920,普通
42,2972222181824,2972222275471,93647,普通
43,2972222198597,2972222285797,87199,普通
44,2972222198734,2972224295595,2096860,跨链
45,2972222276201,2972225298488,3022286,跨链
46,2972222276330,2972224299183,2022853,普通
47,2972222286117,2972224299753,2013636,普通
48,2972223295841,2972224300661,1004819,普通
49,2972224298668,2972224308364,9695,普通
50,2972224299533,2972224317037,17504,普通
51,2972224299913,2972224405761,105847,普通
52,2972224300936,2972224406276,105339,普通
53,2972224309221,2972224407546,98325,普通
54,2972224318270,2972224416846,98576,普通
55,2972224406022,2972224511288,105265,普通
56,2972224406940,2972224511919,104979,普通
57,2972224408061,2972224512908,104847,普通
58,2972224418106,2972226527169,2109063,跨链
59,2972224512295,2972225527329,1015034,普通
60,2972224512395,2972227531185,3018789,跨链
61,2972224513457,2972226531580,2018123,普通
62,2972225527336,2972226532071,1004735,普通
63,2972225527517,2972226532169,1004651,普通
64,2972226531424,2972228552599,2021174,跨链
65,2972226531814,2972229556134,3024319,跨链
66,2972226532689,2972228556549,2023860,普通
67,2972226532993,2972228557083,2024090,普通
68,2972227552793,2972228557637,1004844,普通
69,2972228556327,2972228572928,16601,普通
70,2972228556766,2972228573714,16948,普通
71,2972228557608,2972228576045,18436,普通
72,2972228558271,2972228647922,89650,普通
73,2972228573356,2972228660114,86758,普通
74,2972228574839,2972228660245,85406,普通
75,2972228576597,2972228661678,85081,普通
76,2972228648556,2972228667914,19357,普通
77,2972228660801,2972228792630,131828,普通
78,2972228661049,2972228793260,132210,普通
79,2972228662095,2972228796394,134299,普通
80,2972228782851,2972228903087,120235,普通
81,2972228792838,2972230907223,2114385,跨链
82,2972228793921,2972229908295,1114373,普通
83,2972228798429,2972229908400,1109971,普通
84,2972228903652,2972231911996,3008344,跨链
85,2972229907406,2972230912995,1005589,普通
86,2972229911246,2972232916679,3005433,跨链
87,2972229908822,2972231917572,2008749,普通
88,2972230912310,2972231918074,1005764,普通
89,2972230913188,2972231919144,1005955,普通
90,2972231916895,2972233933649,2016753,跨链
91,2972231917799,2972232934379,1016579,普通
92,2972231918700,2972232934697,1015997,普通
93,2972231919652,2972232935476,1015823,普通
94,2972232933857,2972232943384,9527,普通
95,2972232935068,2972234955900,2020831,跨链
96,2972232935082,2972233956445,1021362,普通
97,2972232935990,2972233956926,1020935,普通
98,2972232945573,2972235960102,3014529,跨链
99,2972233956219,2972234960279,1004059,普通
100,2972233956661,2972234960400,1003739,普通

=== 执行统计 ===
第一笔交易开始时间: 2972217588164 微秒
最后一笔交易完成时间: 2972235960102 微秒
前100笔交易总执行时间(包含跨链延迟): 18371938 微秒
前100笔交易总执行时间(不含跨链延迟): 17372235 微秒
交易ID,开始时间,完成时间,延迟(微秒),类型
1,2972218447903,2972218467983,20080,普通
2,2972218447920,2972220468971,2021050,跨链
3,2972218448055,2972219469188,1021132,普通
4,2972218448150,2972219470425,1022275,普通
5,2972218468384,2972221473538,3005153,跨链
6,2972219469242,2972220474540,1005298,普通
7,2972219469456,2972220475127,1005671,普通
8,2972219470821,2972220475496,1004674,普通
9,2972220473707,2972220485564,11856,普通
10,2972220474828,2972220490621,15793,普通
11,2972220475768,2972220560146,84377,普通
12,2972220476234,2972220560687,84452,普通
13,2972220486279,2972222572357,2086078,跨链
14,2972220490978,2972221572947,1081969,普通
15,2972220560476,2972221573733,1013257,普通
16,2972220561202,2972223577673,3016470,跨链
17,2972221572536,2972222578384,1005848,普通
18,2972221573139,2972222579154,1006015,普通
19,2972221574082,2972222579812,1005729,普通
20,2972222577839,2972222596884,19045,普通
21,2972222578723,2972222597557,18833,普通
22,2972222579479,2972222597963,18483,普通
23,2972222580031,2972222599156,19124,普通
24,2972222597103,2972222716081,118977,普通
25,2972222597898,2972222716688,118790,普通
26,2972222598357,2972222717466,119108,普通
27,2972222600675,2972224727855,2127179,跨链
28,2972222716638,2972223728055,1011417,普通
29,2972222716943,2972223728193,1011250,普通
30,2972222718426,2972223728380,1009954,普通
31,2972223728167,2972223743866,15698,普通
32,2972223728484,2972223744747,16263,普通
33,2972223728536,2972223747801,19264,普通
34,2972223728788,2972223748246,19458,普通
35,2972223744522,2972223847445,102922,普通
36,2972223745219,2972225851788,2106569,跨链
37,2972223748248,2972224852608,1104359,普通
38,2972223748598,2972224852929,1104330,普通
39,2972223847704,2972224853258,1005554,普通
40,2972224852063,2972224867286,15223,普通
41,2972224852814,2972224871008,18194,普通
42,2972224853158,2972226875536,2022377,跨链
43,2972224853436,2972225876163,1022727,普通
44,2972224867732,2972225876327,1008594,普通
45,2972224871234,2972225876807,1005573,普通
46,2972225875743,2972227896823,2021080,跨链
47,2972225876539,2972226897661,1021121,普通
48,2972225876829,2972226898397,1021567,普通
49,2972225876988,2972226899528,1022539,普通
50,2972226897031,2972228924408,2027376,跨链
51,2972226897914,2972227925196,1027281,普通
52,2972226899233,2972229929442,3030209,跨链
53,2972226900548,2972228930107,2029559,普通
54,2972227924711,2972228930732,1006021,普通
55,2972227925676,2972228931550,1005873,普通
56,2972228929638,2972228944732,15094,普通
57,2972228930250,2972228945135,14885,普通
58,2972228930968,2972228946080,15111,普通
59,2972228932064,2972228946442,14377,普通
60,2972228944912,2972229033449,88536,普通
61,2972228945309,2972229034130,88821,普通
62,2972228946679,2972231036070,2089390,跨链
63,2972228946804,2972230036560,1089755,普通
64,2972229033677,2972230037266,1003589,普通
65,2972229034330,2972230037618,1003288,普通
66,2972230036379,2972230053508,17129,普通
67,2972230036777,2972230057707,20930,普通
68,2972230037470,2972230126298,88828,普通
69,2972230037963,2972230127236,89273,普通
70,2972230054298,2972230137816,83518,普通
71,2972230058141,2972232217117,2158975,跨链
72,2972230126655,2972231218027,1091371,普通
73,2972230127663,2972233221822,3094158,跨链
74,2972230138590,2972232222483,2083893,普通
75,2972231217306,2972232223267,1005960,普通
76,2972231218356,2972232223745,1005388,普通
77,2972232222122,2972234243391,2021268,跨链
78,2972232222787,2972233243759,1020971,普通
79,2972232223670,2972233244139,1020469,普通
80,2972232224324,2972233244741,1020417,普通
81,2972233243707,2972233264070,20363,普通
82,2972233243994,2972235266611,2022616,跨链
83,2972233244462,2972234267218,1022756,普通
84,2972233245971,2972234267583,1021611,普通
85,2972233264634,2972234267736,1003101,普通
86,2972234266783,2972234279032,12249,普通
87,2972234267515,2972234280980,13464,普通
88,2972234268372,2972234284295,15922,普通
89,2972234268529,2972234415818,147288,普通
90,2972234279526,2972234418306,138780,普通
91,2972234281402,2972234431307,149905,普通
92,2972234284724,2972234530818,246094,普通
93,2972234416311,2972234531967,115655,普通
94,2972234418985,2972234532705,113720,普通
95,2972234431565,2972234543869,112303,普通
96,2972234531114,2972234544473,13358,普通
97,2972234532379,2972234632830,100450,普通
98,2972234533433,2972234633012,99578,普通
99,2972234544034,2972234635021,90987,普通
100,2972234545347,2972234649840,104492,普通

=== 执行统计 ===
第一笔交易开始时间: 2972218447903 微秒
最后一笔交易完成时间: 2972235266611 微秒
前100笔交易总执行时间(包含跨链延迟): 16818707 微秒
前100笔交易总执行时间(不含跨链延迟): 16201937 微秒
交易ID,开始时间,完成时间,延迟(微秒),类型
1,2972221359835,2972221378096,18260,普通
2,2972221359556,2972221378646,19089,普通
3,2972221359769,2972223380757,2020988,跨链
4,2972221359843,2972222381456,1021613,普通
5,2972221378343,2972222382379,1004035,普通
6,2972221379012,2972222382488,1003476,普通
7,2972222380955,2972224399727,2018772,跨链
8,2972222381690,2972223399911,1018221,普通
9,2972222382860,2972223400741,1017880,普通
10,2972222382974,2972225404676,3021702,跨链
11,2972223399962,2972226408568,3008606,跨链
12,2972223400245,2972225409606,2009360,普通
13,2972223401145,2972225410001,2008856,普通
14,2972224404890,2972225411108,1006217,普通
15,2972225408791,2972227428991,2020199,跨链
16,2972225409903,2972226429233,1019330,普通
17,2972225410308,2972226429885,1019577,普通
18,2972225411680,2972228433458,3021778,跨链
19,2972226429168,2972227434078,1004909,普通
20,2972226429408,2972227434290,1004882,普通
21,2972226430725,2972229438338,3007613,跨链
22,2972227433637,2972230442502,3008864,跨链
23,2972227434477,2972231447395,4012918,跨链
24,2972227434699,2972230447727,3013027,普通
25,2972228438584,2972232457735,4019151,跨链
26,2972229442705,2972231458728,2016022,普通
27,2972230447604,2972233462561,3014956,跨链
28,2972230447934,2972232463322,2015387,普通
29,2972231457896,2972232463388,1005491,普通
30,2972231459450,2972232463695,1004244,普通
31,2972232462744,2972234477986,2015242,跨链
32,2972232463609,2972233478488,1014879,普通
33,2972232463657,2972233479223,1015565,普通
34,2972232463910,2972235482592,3018682,跨链
35,2972233478225,2972234483163,1004938,普通
36,2972233478713,2972234484404,1005691,普通
37,2972233479762,2972234485194,1005431,普通
38,2972234482820,2972234493728,10907,普通
39,2972234483523,2972234499605,16082,普通
40,2972234485294,2972236582808,2097513,跨链
41,2972234486204,2972237587134,3100929,跨链
42,2972234494249,2972236587660,2093410,普通
43,2972234500696,2972236588697,2088000,普通
44,2972235583047,2972236589091,1006043,普通
45,2972236587375,2972236602874,15498,普通
46,2972236587891,2972236608210,20318,普通
47,2972236589200,2972236710568,121368,普通
48,2972236589578,2972236711133,121555,普通
49,2972236603556,2972236713102,109546,普通
50,2972236608446,2972236727041,118595,普通
51,2972236711000,2972236813665,102665,普通
52,2972236711785,2972236814558,102773,普通
53,2972236713767,2972238820077,2106310,跨链
54,2972236727847,2972239824373,3096525,跨链
55,2972236814277,2972238825218,2010940,普通
56,2972236815022,2972238826058,2011036,普通
57,2972237820313,2972238826710,1006397,普通
58,2972238824603,2972240845760,2021157,跨链
59,2972238825599,2972239846907,1021308,普通
60,2972238826515,2972239847848,1021333,普通
61,2972238827142,2972241856297,3029154,跨链
