0.8,0.0,13032858
0.8,0.0,14542483
0.8,0.0,15117048
0.8,0.0,16322179
0.8,0.0,17078320
0.8,0.0,17977412
0.8,0.0,18997465
0.8,0.0,18518305
0.8,0.0,17927222
0.8,0.0,18546847
0.8,0.04,12619738
0.8,0.04,16010617
0.8,0.04,14495191
0.8,0.04,16876458
0.8,0.04,16768874
0.8,0.04,18315343
0.8,0.04,18932125
0.8,0.04,18421678
0.8,0.04,17360764
0.8,0.08,11549258
0.8,0.08,14202828
0.8,0.08,15225055
0.8,0.08,17818411
0.8,0.08,17040770
0.8,0.08,19909885
0.8,0.08,19694095
0.8,0.08,21478497
0.8,0.08,18956107
0.8,0.08,20634534
0.8,0.12,13845245
0.8,0.12,16379373
0.8,0.12,18457029
0.8,0.12,17788805
0.8,0.12,17846580
0.8,0.12,20077504
0.8,0.12,20543256
0.8,0.12,21377249
0.8,0.12,22397018
0.8,0.12,20216059
0.8,0.16,15322714
0.8,0.16,16428626
0.8,0.16,17393245
0.8,0.16,18077468
0.8,0.16,19289469
0.8,0.16,18780103
0.8,0.16,20826460
0.8,0.16,20488086
0.8,0.16,21395580
0.8,0.16,20429489
0.8,0.2,14406356
0.8,0.2,16948182
0.8,0.2,17767098
0.8,0.2,16234374
0.8,0.2,18199150
0.8,0.2,19706333
0.8,0.2,18912466
0.8,0.2,20688682
0.8,0.2,17809953
0.8,0.2,21173211
1,0.0,13226149
1,0.0,14243059
1,0.0,15767563
1,0.0,16844332
1,0.0,18517387
1,0.0,18319904
1,0.0,18745887
1,0.0,18864312
1,0.0,18995069
1,0.0,20972460
1,0.04,15190331
1,0.04,15767103
1,0.04,16824158
1,0.04,17551130
1,0.04,18345539
1,0.04,19868113
1,0.04,20459423
1,0.04,19481823
1,0.04,21194902
1,0.04,20945239
1,0.08,13978866
1,0.08,17179373
1,0.08,16675754
1,0.08,18818721
1,0.08,17989455
1,0.08,18895744
1,0.08,20508692
1,0.08,19320643
1,0.08,19208813
1,0.08,19722004
1,0.12,14846271
1,0.12,15737414
1,0.12,17461418
1,0.12,18843963
1,0.12,19881436
1,0.12,18306022
1,0.12,18623461
1,0.12,20325247
1,0.12,20654751
1,0.12,20265358
1,0.16,17235459
1,0.16,17962925
1,0.16,18324339
1,0.16,20479688
1,0.16,19821402
1,0.16,20975620
1,0.16,19965416
1,0.16,22639890
1,0.16,22410526
1,0.16,20190471
1,0.2,16024672
1,0.2,14807629
1,0.2,17246910
1,0.2,18485962
1,0.2,19844565
1,0.2,19083304
1,0.2,18832070
1,0.2,21274711
1,0.2,20881077
1,0.2,22641475
1.2,0.0,16180750
1.2,0.0,17019368
1.2,0.0,18453142
1.2,0.0,19254658
1.2,0.0,20512187
1.2,0.0,20107474
1.2,0.0,20515640
1.2,0.0,21877628
1.2,0.0,22022413
1.2,0.0,21121882
1.2,0.04,13052110
1.2,0.04,15438922
1.2,0.04,19179907
1.2,0.04,18968104
1.2,0.04,21036977
1.2,0.04,22208548
1.2,0.04,22354966
1.2,0.04,24093098
1.2,0.04,23957242
1.2,0.04,24927025
1.2,0.08,17001895
1.2,0.08,17279097
1.2,0.08,18148817
1.2,0.08,20557344
1.2,0.08,20737066
1.2,0.08,22807824
1.2,0.08,21767017
1.2,0.08,24702755
1.2,0.08,20949620
1.2,0.08,23655122
1.2,0.12,14090868
1.2,0.12,16623722
1.2,0.12,20076658
1.2,0.12,18203586
1.2,0.12,19560311
1.2,0.12,20869389
1.2,0.12,23023679
1.2,0.12,21544308
1.2,0.12,23093363
1.2,0.12,25866956
1.2,0.16,18192107
1.2,0.16,20033999
1.2,0.16,18921711
1.2,0.16,19300660
1.2,0.16,21710808
1.2,0.16,22588739
1.2,0.16,22084735
1.2,0.16,21635427
1.2,0.16,22053647
1.2,0.16,20808558
1.2,0.2,18397306
1.2,0.2,18001084
1.2,0.2,20063204
1.2,0.2,20423691
1.2,0.2,21609493
1.2,0.2,21881478
1.2,0.2,23797530
1.2,0.2,22032192
1.2,0.2,21318633
1.2,0.2,24069766
1.2,0.2,17251950
1.2,0.2,18432368
1.2,0.2,19835567
1.2,0.2,20764420
1.2,0.2,19823290
1.2,0.2,20256853
1.2,0.2,21020277
1.2,0.2,19774021
1.2,0.2,19675673
1.2,0.2,20034825
1.2,0.2,21168691
1.2,0.2,20079055
1.2,0.2,22475567
1.2,0.2,22000291
1.2,0.2,21501891
1.2,0.2,21887084
1.2,0.2,17215768
